,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14
636,ASM61960@N,30.6632959466105,17.190029545827098,38.096822236697896,21.371388084001257,17.190029545827098,24.62355583591449,18.583815725218486,37.16763145043697,7.898121683217856,33.91546369852374,44.601157740524364,20.442197297740332,8.82731246947878,30.6632959466105,20.442197297740332,48.78251627869852,41.34898998861113,4.645953931304621,26.48193740843634,44.601157740524364,0.03785391232868171,0.03876234864385135,0.03812400702317997,0.0391921758660925,0.03713111965669517,0.03804172393345224,0.03925985642796797,0.037876758964118504,0.03914862763696801,0.03778792207648293,0.03662882029173405,0.039038027458982584,0.03853851056905732,0.03802079599227372
637,APY26843@N,33.23966507646314,17.081494553182445,36.47129918111928,22.62143873259297,17.081494553182445,26.77639686715086,17.543156568133323,40.16459530072629,6.463268209312277,34.62465112131577,42.0112433605298,21.698114702691214,9.233240299017538,29.084706941905246,19.38980462793683,51.70614567449822,36.93296119607015,4.1549581345578925,29.084706941905246,42.47290537548068,0.038037919334145354,0.03869065755513687,0.03850053827222078,0.03991483279644985,0.038276129248318816,0.037772281606367766,0.03864582563544211,0.038318546737460636,0.038198063738859186,0.03819748960205603,0.03786087536122443,0.0386784821468199,0.03903681144248304,0.03820953157213843
638,AQD20683@N,33.94620669917044,14.880528964019918,38.131355470301045,22.7858099761555,17.20561161464803,26.50594221716048,18.135644674899275,39.99142159080353,6.510231421758714,34.41122322929606,41.85148771130602,23.715843036406746,9.30033060251245,29.296041397914216,19.065677735150523,51.151818313818474,38.59637200042666,4.185148771130602,29.296041397914216,42.78152077155727,0.037676121156793856,0.03845311548714998,0.03810164683861758,0.039672220004602084,0.03798996231466364,0.037612710316253635,0.038406489256748284,0.03801361166379003,0.03802925586857861,0.037804790008181245,0.03769576016237855,0.03843035664766644,0.03920090496280478,0.03789652518614878
639,AQD20728@N,33.0310078673791,15.817665739308303,39.07893888534992,22.330822220199956,17.2133421280708,26.517851386487447,17.2133421280708,40.47461527411242,6.9783819438124866,35.35713518198327,42.335517125795754,21.865596757279125,9.30450925841665,30.239655089854107,20.004694905595795,50.709575458370736,37.683262496587425,4.187029166287492,28.84397870109161,42.80074258871658,0.03768332552594893,0.03849108457403611,0.03806583965621543,0.039573815218344376,0.0380001589457084,0.03768513689096225,0.03886297183748401,0.03817759446986947,0.037795595770051614,0.03790300541209236,0.03736874849076411,0.03848923752527426,0.03891885285989733,0.03775916990251873
640,ANO81443@N,29.5384138922688,16.6153578144012,38.7691682336028,23.9999612874684,17.0768955314679,27.230725306935298,17.5384332485346,39.2307059506695,5.5384526048004,37.3845550824027,40.1537813848029,21.6922727021349,8.3076789072006,31.3845647605356,21.2307349850682,48.9229980090702,38.7691682336028,4.1538394536003,29.0768761752021,40.6153191018696,0.03827073894988129,0.03929201210746545,0.038388269145766915,0.03978624022169437,0.03746622682552403,0.03754759122764511,0.03913439573516157,0.03796165520839774,0.03858759483023615,0.03802269489786362,0.03714194097716257,0.03910989384342651,0.039900752753931464,0.03785227620914306
641,ARS22450@N,32.30573946914702,14.045973682237834,40.73332367848972,21.53715964609801,17.323367541426663,27.155549118993147,19.196164032391707,38.860527187524674,6.086588595636394,37.92412894204215,43.07431929219602,22.941757014321794,8.427584209342701,29.964743855440712,20.60076140061549,50.097306133314945,39.796925433007196,4.2137921046713505,29.49654473269945,41.66972192397224,0.03752592114355582,0.03869844163893571,0.038143826187764296,0.03955354194473259,0.03759260782165555,0.037655729889336485,0.038382098281973226,0.03756474673144048,0.03817362593444692,0.037995243784901066,0.03619015973245343,0.038234558089657214,0.03866376959064572,0.037426606487240346
642,ARB66108@N,34.06426931956679,15.398916267749371,38.730607582521145,21.931789835885468,17.265451572931113,27.531395751430694,17.73208539922655,39.663875235112016,6.532873568136097,35.93080462474853,42.46367819288463,21.931789835885468,8.866042699613274,29.86456488290787,20.065254530703726,52.262988545088774,37.797339929930274,4.199704436658919,28.931297230317,42.46367819288463,0.037461882018901015,0.038401759283567066,0.03829491868072799,0.039603733377066075,0.037667112268228074,0.03784142417658978,0.03835436004508849,0.03742747566371482,0.03821174441864197,0.03758421637501483,0.03715083463876714,0.03857618073098228,0.038822858381273764,0.037967673646001114
643,ARB66189@N,33.44348487589151,15.792756746948767,38.552906176374925,22.760149429426164,17.186235283444244,26.9405850389126,18.115220974441232,39.946384712870405,6.967392682477397,36.230441948882465,42.73334178586137,21.366670892930685,8.82536406447137,29.72754211190356,19.50869951093671,50.165227313837256,38.088413330876435,4.180435609486438,28.798556420906575,41.80435609486438,0.03775117387930351,0.03826720006247487,0.038611236637908705,0.03975703972314236,0.03782127402912614,0.03769775975385409,0.038658308650433626,0.0379101397517375,0.03829126935777786,0.037780277171804655,0.03740177522612544,0.038591686403321196,0.039178150011721126,0.0377898638427758
644,APY23596@N,32.468299346439956,15.770316825413694,38.03429352011538,23.65547523812054,17.16181536883255,25.974639477151968,17.16181536883255,39.42579206353423,7.421325564900561,34.3236307376651,40.81729060695309,22.72780954250797,9.276656956125702,30.612967955214817,19.480979607863976,51.949278954303935,38.498126367921664,4.174495630256566,28.757636563989678,42.67262199817823,0.03745914234599568,0.03868806894663479,0.03827179279351497,0.0396660955479579,0.0381745793424151,0.037632751122404766,0.03875521787191041,0.03843542307693947,0.03792242583473669,0.03805002138501031,0.037523560670012134,0.03847997780082894,0.03894426768329672,0.038163827772056846
645,AFA51944@N,38.797657261867485,22.170089863924275,53.11584029898524,34.64076541238168,22.631966736089364,23.093843608254453,23.55572048041954,43.41642598351837,10.16129118763196,41.56891849485802,59.1202396371314,20.78445924742901,6.466276210311247,32.79325792372132,24.47947422474972,52.19208655465506,58.65836276496631,10.623168059797049,30.94575043506097,59.1202396371314,0.03943228652564099,0.03871348482325985,0.038500770424034284,0.03807639098656362,0.03809036813417719,0.039868321311940985,0.03737217022795133,0.03859453066798461,0.039147622508592966,0.03667260531580711,0.03815061506084535,0.038396566270915276,0.03917453181145207,0.03793286376574534
646,AFJ11176@N,31.522310047177992,14.834028257495525,36.62150726069208,24.568859301476962,16.688281789682467,27.81380298280411,18.54253532186941,38.47576079287902,5.099197213514087,34.76725372850514,43.11139462334637,23.641732535383493,9.271267660934704,29.66805651499105,19.469662087962877,50.52840875209414,39.86645094201923,4.172070447420617,29.66805651499105,41.720704474206165,0.038114511635389633,0.0386196044218796,0.03824721432638043,0.039541519302517536,0.03750624524042577,0.03807540577972702,0.038648510753454796,0.038095544329067005,0.03837535716340788,0.03830859763423417,0.03746018951701903,0.03829000129727949,0.03930191642310782,0.03785199912937471
647,ADY62542@N,31.79065759954319,18.890100892482188,38.701670121183014,21.193771733028793,16.125695883826257,26.722581750340655,17.50789838815422,38.701670121183014,6.450278353530503,33.63359427198048,42.387543466057586,18.890100892482188,8.75394919407711,29.947720927105905,20.733037564919474,45.61268264282284,42.84827763416691,4.146607512983895,30.86918926332455,41.92680929794827,0.037606643950337526,0.03911596417729441,0.03847123405596495,0.04021780377329807,0.038059551409443,0.0378177174214437,0.03917675770479935,0.03871772112148304,0.03938006948063639,0.03836083689891512,0.03717039203297342,0.038921513592013436,0.03856568604062419,0.03768394023145183
648,AEP84736@N,33.37974576930772,17.15348046478313,38.943036730859,21.325948685946596,17.15348046478313,25.962024487239333,17.15348046478313,39.40664431098828,6.490506121809833,36.161391250083355,44.04272011228101,20.862341105817322,8.34493644232693,29.670885128273525,20.398733525688048,48.21518833344447,40.33385947124682,4.172468221163465,28.743669968014977,40.797467051376096,0.0380471873469886,0.03924245271486097,0.038382368577030555,0.039570670009095164,0.038221820575594874,0.03765885232854209,0.03836993755825385,0.03853967298388699,0.03921031070683284,0.03848345910260278,0.036682635319552785,0.038327450965441164,0.038388103279621666,0.03726749840242182
649,AEP84746@N,32.61959209927876,16.30979604963938,38.211522173440834,20.969737778107774,17.24178439533306,27.493656197963528,18.17377274102674,38.677516346287675,7.455906765549431,35.881551309206635,43.803452247602905,20.503743605260937,8.38789511124311,29.357632889350885,20.037749432414095,49.86137649461182,40.54149303767503,4.193947555621555,29.357632889350885,42.40546972906239,0.03783970903761914,0.0389452630976152,0.03806898875221652,0.03967546389507393,0.03807292597718061,0.037609952188258515,0.03809739888529446,0.038062698987975194,0.03903493580175529,0.03824288663119005,0.03647580601498982,0.038401412150211464,0.038353159730478766,0.03712522600330142
650,AFD29194@N,38.130160366660014,20.01833419249651,40.51329538957627,23.83135022916251,16.205318155830508,30.980755297911266,18.588453178746757,29.074247279578262,9.055913087081754,35.270398339160515,58.148494559156525,14.775437142080756,9.055913087081754,23.83135022916251,19.065080183330007,44.80293843082552,55.765359536240275,3.8130160366660015,22.87809621999601,38.606787371243264,0.039253840467705706,0.037657074440974686,0.036666805740739536,0.036857214643402546,0.037827728811004824,0.03809190682660998,0.03600414374845676,0.037226248139622636,0.03817111166396072,0.03652736936815702,0.03790615662014425,0.03741169195173604,0.03872279072193391,0.035048912272301024
651,AKG92640@N,43.70805577050489,16.81079068096342,52.833913568742176,28.338190005052624,24.495723563689555,29.77911492056377,23.535106953348787,45.62928899118643,12.968324239600353,40.34589763431221,65.80223780834253,20.172948817156104,9.125857798237286,33.62158136192684,24.976031868859938,57.15668831527563,60.999154756638696,7.684932882726135,33.62158136192684,59.07792153595716,0.03783700595920996,0.03849698387544574,0.0374009352430956,0.03688088033264412,0.035376435194754044,0.038181383649409976,0.0362073612023895,0.03695857792823125,0.03765411760306035,0.036337015789558606,0.0367002731416253,0.0370671231333405,0.037711912665894846,0.03688168911095659
652,APY26789@N,32.55501273685237,15.34736314737326,37.670800452643455,22.78850891579666,17.20764958947911,26.50908180000836,17.672721200005572,40.46123011580223,6.511002547370474,33.4851559579053,43.251659778961006,22.78850891579666,8.836360600002786,30.22965468422006,19.06793603158496,52.08802037896379,39.06601528422284,4.185644494738162,28.83443985264067,43.251659778961006,0.03763542949552385,0.03862979384375127,0.0377278595937048,0.03977093470480109,0.03777686139400633,0.037809201332049985,0.03880415889611031,0.0379065971902507,0.03790820815274835,0.037915470139114345,0.03766084860540792,0.038595863812411244,0.03883674811386292,0.037950414199794225
653,APY26798@N,33.29287824993515,16.646439124967575,37.45448803117704,23.120054340232745,17.10884021177223,27.281664121474638,17.571241298576886,39.76649346520032,6.936016302069823,35.60488368395843,42.07849889922359,21.270449993014125,8.785620649288443,30.056070642302565,19.420845645795506,49.01451520129341,38.37929020478635,4.161609781241894,28.206466295083946,42.54089998602825,0.03790825991765013,0.038412633179205125,0.03866727832621034,0.04006202296124026,0.03797629484472121,0.037873996213746354,0.038678004293545995,0.03810297764160497,0.03851574866253336,0.03804207647502837,0.0375568105424663,0.038569787778711354,0.03923932702461074,0.0379936953340704
654,AQD20674@N,32.900164186144394,16.21839079598667,37.07060753368383,23.632512302723438,17.14515598432877,26.87619046192077,17.14515598432877,39.38752050453906,6.487356318394669,34.753694562828585,41.7044334753943,22.242364520210295,9.267651883420957,30.583251215289156,19.46206895518401,50.97208535881526,38.460755316196966,4.17044334753943,28.729720838604965,42.6311986637364,0.037811412631511644,0.03900953978285037,0.038158794641946235,0.03976197035569785,0.03798826289247879,0.03747068399764513,0.03882130844644364,0.03802068759114489,0.03799483332424276,0.03812610808256595,0.037479186883691035,0.03858389666565982,0.03885994832252918,0.03853077221054511
655,AQD20692@N,33.451034158336505,15.796321685881127,38.561608821415696,22.765287135534567,17.190114775811814,26.946666405326628,18.11931016909894,39.95540191134638,6.968965449653439,36.70321803484144,43.67218348449488,21.371494045603878,8.82735623622769,29.26965488854444,19.513103259029627,49.711953540861195,38.09701112477213,4.181379269792063,28.80505719190088,41.34919500127707,0.03778732401235496,0.038305861032749966,0.03857400073007304,0.039780527771920045,0.03781939300421496,0.03759966584816269,0.03861787107707688,0.037908634951937366,0.03834313582478954,0.037829921526676476,0.03738417078242611,0.03854190662030771,0.03922889692508114,0.03768099324866675
656,AQD20701@N,32.950871981393824,16.243387596461744,37.59183986609718,22.74074263504644,17.171581173402416,27.3817105197498,17.63567796187275,39.448227019978525,6.961451827055034,34.80725913527517,43.161001327741204,21.81254905810577,8.817838980936376,29.702194462101474,19.492065115754095,51.05064673173691,38.52003344303785,4.17687109623302,28.774000885160802,42.23280775080053,0.037743069885054555,0.038598436934508845,0.038234057806683215,0.03978922329887968,0.03807577602870907,0.03764107598871365,0.038728722435198384,0.03816519102855688,0.03797585943459985,0.03801921485745672,0.03756506794118617,0.038444916159246695,0.038945162967153,0.037977436763717766
657,APZ73760@N,33.44475124653334,15.793354755307414,38.08985558632964,22.76101126500186,17.1868860572463,26.94160517081853,18.11590692520556,39.94789732224816,6.967656509694447,36.696324284390755,42.27044949214631,21.36747996306297,8.825698245612966,29.72866777469631,19.50943822714445,50.63163730377965,38.08985558632964,4.180593905816668,28.79964690673705,41.80593905816668,0.037767000128720835,0.03827171055571193,0.03860375571017782,0.03975689919957371,0.03780051479266965,0.037729538175054964,0.03867416850535083,0.037893411191465845,0.03828255522900733,0.03780608893192763,0.037368262474493735,0.03855531235960862,0.03915249619565952,0.03782785257094771
658,YP_009513021@N,38.130160366660014,20.01833419249651,40.51329538957627,23.83135022916251,16.205318155830508,30.980755297911266,18.588453178746757,29.074247279578262,9.055913087081754,35.270398339160515,58.148494559156525,14.775437142080756,9.055913087081754,23.83135022916251,19.065080183330007,44.80293843082552,55.765359536240275,3.8130160366660015,22.87809621999601,38.606787371243264,0.039253840467705706,0.037657074440974686,0.036666805740739536,0.036857214643402546,0.037827728811004824,0.03809190682660998,0.03600414374845676,0.037226248139622636,0.03817111166396072,0.03652736936815702,0.03790615662014425,0.03741169195173604,0.03872279072193391,0.035048912272301024
659,AZF86130@N,52.11778541866447,20.293650959479972,45.66071465882993,29.056818419255414,21.21608963945633,28.59559907926723,21.677308979444515,48.8892500387472,8.30194811978726,35.51388917908995,56.72997881854628,22.599747659420878,6.4570707598345365,34.591450499113584,27.673160399290868,42.89339861890085,48.428030698759024,6.4570707598345365,30.901695779208136,57.19119815853446,0.04021620040485782,0.0385363428778812,0.03915866178026322,0.0390687454429901,0.03840330193174409,0.03866794652682044,0.037063638676912064,0.037607946431970136,0.03986754437195938,0.03817486790165516,0.03681383905189144,0.03922504511804205,0.03848638358713578,0.03749019590769587
660,YP_009256197@N,43.70805577050489,16.81079068096342,52.833913568742176,28.338190005052624,24.495723563689555,29.77911492056377,23.535106953348787,45.62928899118643,12.968324239600353,40.34589763431221,65.80223780834253,20.172948817156104,9.125857798237286,33.62158136192684,24.976031868859938,57.15668831527563,60.999154756638696,7.684932882726135,33.62158136192684,59.07792153595716,0.03783700595920996,0.03849698387544574,0.0374009352430956,0.03688088033264412,0.035376435194754044,0.038181383649409976,0.0362073612023895,0.03695857792823125,0.03765411760306035,0.036337015789558606,0.0367002731416253,0.0370671231333405,0.037711912665894846,0.03688168911095659
661,ARS22440@N,32.504636164446204,15.78796613701673,36.68380367130357,23.21759726031872,17.18102197263585,27.396764767176087,17.18102197263585,39.9342672877482,6.500927232889241,34.826395890478075,42.720378958986444,22.28889336990597,8.822686958921112,30.182876438414333,19.03842975346135,52.93612175352668,38.541211452129076,4.179167506857369,28.78982060279521,42.25602701378007,0.03772701311892227,0.0386792640631925,0.038143366222344634,0.03952225060137576,0.03805503593283521,0.03759535312706926,0.03870270076075255,0.038332866680300906,0.037850578980093766,0.03808633917758506,0.037602351371323985,0.038491660166009224,0.038921405764553205,0.03793786882726745
662,AQY55893@N,32.84163922259267,16.652098760751212,38.85489710841949,24.053031543307306,17.114657059660967,27.290939635675596,17.577215358570722,39.31745540732925,6.938374483646338,35.154430717141445,43.0179217986073,21.277681749848767,7.863491081465849,29.603731130224375,19.890006853119502,46.71838818988534,37.92978051059998,4.163024690187803,29.14117283131462,43.48048009751705,0.03825682179296078,0.039258950234236666,0.03853182542638522,0.03966051088973486,0.03763617217730622,0.037510291093310444,0.038850853047259215,0.037893700967286476,0.038520978237514,0.03801325590457391,0.03711435440182706,0.03888678869655396,0.039316107040298934,0.037991091180996354
663,ARB66126@N,32.911265428730445,16.22386323951501,36.61957702633388,23.176947485021444,17.15094113891587,26.421720132924445,16.68740218921544,40.32788862393731,6.489545295806004,34.30188227783174,42.645583372439454,22.249869585620583,8.807240044308148,29.666492780827447,19.005096937717582,52.84344026584889,37.546654925734735,4.17185054730386,28.73941488142659,44.03620022154074,0.0377309384919004,0.03857872559548803,0.03828967909830092,0.03972584483616795,0.03812481725685261,0.037606831429972606,0.03869775722604382,0.038316962226813085,0.03786158922395843,0.038197304519911525,0.03776449274795853,0.03856602352806244,0.038871872666494625,0.03812821145164614
664,ARB66198@N,33.5138223211931,15.360501897213506,38.63398962026427,22.808017968589752,17.222380915057567,26.531776004277877,18.1533204239796,40.03039888364732,7.447516071376246,36.3066408479592,42.3577476559524,21.411608705206707,8.843925334759293,30.255534039965998,19.549729687362646,50.27073348178966,38.63398962026427,4.189227790149138,28.859124776582952,41.89227790149138,0.03763533371645133,0.03837634352264425,0.038564643178951086,0.03964163393525412,0.03767181856194869,0.037677994312057025,0.03866543512962487,0.03773753466779252,0.0381151602151857,0.037684446183909724,0.037268777726546395,0.03854249193499378,0.03904460136807359,0.037904031085551425
665,AQY55848@N,33.52542015140584,15.365817569394343,37.71609767033157,22.350280100937226,17.228340911139114,27.00658845529915,17.693971746575304,40.044251847512534,6.518831696106691,34.922312657714414,41.9067751892573,22.350280100937226,8.846985873287652,30.266004303352496,19.556495088320073,53.081915239725916,38.64735934120395,4.19067751892573,28.869111797043917,42.37240602469349,0.03753000118847885,0.038793745064630125,0.038115311993757305,0.0395411950862081,0.03787487274769264,0.03767232066638497,0.03844758383919906,0.03803866679046218,0.03787796205567432,0.03782393898137756,0.037377516872642756,0.038347424184693724,0.03874404118202362,0.03818458391058277
666,AQY55812@N,33.53532743524584,15.370358407821008,38.193011801252204,22.35688495683056,17.69920059082419,27.014569322836927,17.69920059082419,40.52185398425539,6.520758112408913,35.86416961824902,41.919159294057295,21.89111652022992,8.849600295412095,30.274948379041383,19.56227433722674,51.700296462670664,38.65878023785284,4.19191592940573,28.877643069239472,41.919159294057295,0.03775573209447471,0.03803850787733119,0.03844961132550963,0.03931867447099841,0.03801024741715563,0.037473581227932325,0.03868599927379684,0.03793806474969952,0.03808719267884822,0.037863396002581574,0.0372159935258819,0.038605884094369436,0.039021536383966514,0.03776714227681751
667,AQY55821@N,32.48343958922502,15.777670657623581,36.65988182212538,23.66650598643537,17.169818068590367,26.914849945357872,17.633867205579296,39.44417664405895,6.496687917845004,34.33963613718073,42.22847146599253,22.274358575468582,9.280982739778576,29.699144767291447,19.95411289052394,51.04540506878217,38.05202923309216,4.176442232900359,29.235095630302517,42.69252060298145,0.03777174929849923,0.038738357418480446,0.03822715789814015,0.039578890536992074,0.038055788291942234,0.03753209972115343,0.03865112890990824,0.0381875072898916,0.037937697961959414,0.038129964690544214,0.037629835805244816,0.038515280358543874,0.038722985229650855,0.038272419600120546
668,AQY55884@N,34.34400986349908,15.779680207553632,38.52098403608681,22.27719558713454,17.17200493174954,26.9182780011209,17.636113173148175,40.37741700168135,6.961623620979544,36.66455107049226,42.233849967275894,21.348979104337268,8.818056586574087,30.167035690911355,19.95665438014136,49.19547358825544,38.05687579468817,4.176974172587726,28.774710966715446,41.305633484478626,0.03775655472421405,0.03819747386374585,0.03861090112892179,0.039837623375401116,0.037707491584916285,0.037649863500328506,0.038698536464055015,0.0378149717679113,0.03843164112993088,0.03777657596245604,0.03754608496531949,0.038537435039439565,0.039313083661971115,0.0380135214327529
669,ANI87711@N,32.47958145270301,15.311802684845706,38.975497743243615,23.19970103764501,17.167778767857307,26.44765918291531,18.095766809363106,40.83147382625521,6.031922269787702,34.79955155646751,41.75946186776102,22.735707016892107,9.279880415058003,29.23162330743271,20.415736913127606,49.183366199807416,38.047509701737816,4.175946186776102,29.695617328185612,42.68744990926682,0.03782962561574021,0.03863334596390886,0.03823911262455191,0.03974110301127738,0.03799023996899406,0.03776694608764929,0.0385331810529464,0.038348902873871014,0.038033254336214815,0.03796660359583268,0.03759833075505583,0.03840454197622338,0.038761487627893235,0.03815930375694091
670,AUM60014@N,42.65487760588977,19.72214771025011,40.8202592142386,30.271203462244355,19.72214771025011,33.940440245546704,22.932729895639664,37.60967702884905,7.338473566604692,31.188512658069943,51.36931496623284,23.391384493552454,11.007710349907038,34.399094843459494,27.519275874767594,56.414515543273566,40.8202592142386,4.586545979127933,37.60967702884905,43.57218680171536,0.04008122294026128,0.04042839308949808,0.037200432916455355,0.0373199739447543,0.038972756736551734,0.03863927466847897,0.03740169923777651,0.03809040471648759,0.03912388130148416,0.03936699452493254,0.03849338581952979,0.0383832876090291,0.03890874968401346,0.03893494489795376
671,AFB74177@N,41.84986706672051,19.279152244219564,39.0285277139079,30.09428643000127,20.689821920625874,29.15383997906373,24.451607724376032,46.08187609593944,11.285357411250477,35.736965135626505,61.59924253640885,18.808929018750792,5.172455480156469,38.55830448843913,24.9218309498448,61.59924253640885,50.31388512515837,5.172455480156469,28.68361675359496,59.248126409065,0.03854321473602477,0.038454890699251947,0.037735080402646504,0.03879798913970976,0.03721096271491984,0.03771086492789112,0.03675347114049025,0.037866723889577625,0.03864780776077333,0.037454717389648326,0.037665837708554806,0.03716359175694114,0.03771850401645046,0.03805311824835025
672,AFB74178@N,42.31707003767615,19.277776350496914,39.02574236807912,30.092138693458597,20.688345351752787,29.151759359288018,23.97967302134982,46.54877704144377,11.754741677132266,35.734414698482084,61.12465672108778,18.807586683411625,5.172086337938197,39.02574236807912,24.9200523555204,61.59484638817307,50.310294378126095,5.172086337938197,28.68156969220273,58.303518718576036,0.03865508627626701,0.03840841489222915,0.037712889143199375,0.03880694090168995,0.03721979287383436,0.03767731376946103,0.03679937985409157,0.03784003280017822,0.03856313043301523,0.037556524790406214,0.037680424809335325,0.037144660556580486,0.037714522341636414,0.03803121947278505
673,AFB74179@N,42.31601735583059,19.277296795433934,39.02477156148821,30.091390119701753,20.687830707294953,29.15103417846107,24.449254472257675,46.07744112079331,11.754449265508496,35.73352576714583,61.12313618064418,18.807118824813596,5.171957676823738,38.55459359086787,24.919432442878012,61.59331415126452,50.309042856376365,5.171957676823738,28.680856207840733,58.77224632754248,0.038583965237690115,0.0384485079558435,0.03770590919744326,0.03872825117365148,0.03719700413692002,0.03771614797881254,0.036764877400615174,0.0379151488198484,0.03859811163258344,0.03748876931282551,0.03770027679030008,0.03719983804653321,0.0377524699111392,0.038022751785454174
674,AFB74180@N,42.77572609540481,19.272579889138434,39.0152227024022,30.08402714402097,20.682768661514416,29.143901295770313,24.44327205451704,46.06616656428211,11.751573103133191,35.7247822335249,61.108180136292596,18.802516965013105,5.170692165378604,38.54515977827687,24.913334978642364,61.108180136292596,50.29673288141006,5.170692165378604,28.673838371644987,58.757865515665955,0.0385648726509368,0.038485704856578054,0.03769752891428125,0.038746468168888056,0.037248239369293924,0.03769467258494541,0.03677486278771845,0.03792311896444007,0.03858584699093469,0.03747593138386339,0.03772354868882143,0.037223256047114336,0.03775130199595635,0.03804172247090001
675,AFB74181@N,42.21493153338735,19.700301382247428,38.93154796967944,30.019506868186557,20.63841097187826,28.143287688924897,24.39084933040158,45.967369891910664,11.726369870385374,35.648164405971535,61.44617812081936,19.231246587432015,5.159602742969565,38.46249317486403,24.39084933040158,61.44617812081936,50.1888630452494,5.159602742969565,28.612342483740314,58.631849351926874,0.038624755082243264,0.03852884218563123,0.037777275556102864,0.038973492081548995,0.03726417727980848,0.037851711655832544,0.03691690089779548,0.03787890464097637,0.03869244866619031,0.03749709135841003,0.03777431469266966,0.037247075374272756,0.03778533625911662,0.03813287945398637
676,AFB74182@N,42.223670207697076,19.704379430258633,38.939606969320636,30.025721036584585,20.642683212651903,29.08741725419132,24.395898342224974,45.97688533727015,11.25964538871922,35.655543730944196,61.45889774675907,18.766075647865367,5.160670803162976,38.939606969320636,24.86505023342161,60.98974585556244,50.19925235803986,5.160670803162976,28.618265362994684,58.17483450838264,0.03864089548133273,0.03855184542812632,0.03780991953159074,0.03881191737996148,0.03722788585327947,0.037687806191931,0.03674376332433276,0.03789036388811594,0.038635436501734365,0.037740357579629666,0.03772669327924287,0.037294601488732586,0.03790703605247714,0.038179586822878864
677,AIG54283@N,37.02845093336235,16.199947283346027,38.41701784336344,20.365648013349293,17.125658556680087,24.53134874335256,21.291359286683353,37.95416220669641,5.554267640004353,34.7141727500272,44.43414112003482,22.67992619668444,7.40569018667247,30.08561638335691,21.754214923350382,46.28556366670294,43.508429846700764,4.628556366670294,28.234193836688792,37.95416220669641,0.03750278293242979,0.03877401063038354,0.03820055390378916,0.03959039919456993,0.0383701173441925,0.03809041001520665,0.03899058367500713,0.038237235979999416,0.039467929670491016,0.03768283490335625,0.03628538547281024,0.03830241359595547,0.039302068277077135,0.03834763773770235
678,AHX37558@N,37.43664008329849,17.80523125912977,38.806273257077706,31.958107388181638,18.718320041649246,26.479574693064787,20.544497606688196,35.61046251825954,6.391621477636328,36.52355130077901,47.48061669101272,26.479574693064787,8.674343433935016,38.349728865817966,27.39266347558426,46.56752790849325,38.349728865817966,5.021988303857115,22.370675171727147,43.82826156093482,0.04033330666822731,0.04060962959412061,0.03750167060786707,0.038842286830479765,0.039181120051279196,0.038947527235679895,0.037574160114433035,0.03881953074359316,0.03867462578209666,0.03837312759994174,0.03890401905256704,0.038548781304020355,0.03983803371595389,0.03730778944000265
679,AGY29650@N,0.9752690357152856,0.4876345178576428,0.4876345178576428,0.9752690357152856,3.9010761428611422,0.0,1.4629035535729282,1.4629035535729282,1.4629035535729282,0.9752690357152856,3.4134416250034993,1.9505380714305711,0.0,0.9752690357152856,0.4876345178576428,0.4876345178576428,0.9752690357152856,0.0,0.9752690357152856,0.9752690357152856,0.04000530416695142,0.028617191106027423,0.027033605027602235,0.037329647494676044,0.027405511275898665,0.04161852293822402,0.03381759758663888,0.03785466036795995,0.034275357046386276,0.04018836016939489,0.041309029574721566,0.03780404936069551,0.04650649835009191,0.03860014767708843
680,AFU35747@N,41.2944158812675,19.239443762863267,38.478887525726535,30.032302459103636,20.64720794063375,29.093793007256647,24.8705004739452,45.98696314050244,11.731368148087357,36.13261389610906,61.00311437005426,18.770189036939772,5.161801985158437,38.478887525726535,24.8705004739452,62.410878547824744,48.80249149604341,5.161801985158437,29.093793007256647,59.12609546636028,0.038648910812755066,0.03859736712995274,0.0377387020842614,0.038843870581024925,0.037171940847257515,0.03776159719202794,0.036788474688808095,0.03781761247253755,0.03864240714224202,0.037784360529681316,0.03781625315828075,0.037341435473045165,0.03776756550702477,0.03802477645760652
681,AFU35750@N,41.22664146622704,19.676351608881088,38.41573409352974,30.451496537554064,20.61332073311352,29.046042851205414,24.361197230043253,45.911487087389204,11.243629490789193,36.07331128294866,60.90299307510813,18.739382484648655,5.15333018327838,37.947249531413526,24.82968179215947,61.83996219934056,49.19087902220272,5.15333018327838,29.046042851205414,59.49753938875948,0.03872290049423531,0.03869400564138238,0.037951381616705644,0.03876481497001215,0.03725211852755934,0.03779640462143228,0.03698393660969134,0.03780097682399716,0.03857648793462337,0.03781449811254487,0.03789501174082839,0.037485021662178514,0.037686603929599445,0.038091275198993295
