,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20
80,AGT51471@H,30.83055199948767,13.535364292458002,42.861986926117005,25.942781560544503,20.303046438687,19.1750994143155,16.167240682658168,33.838410731145004,5.639735121857501,28.950640292201836,47.74975736506017,21.80697580451567,7.895629170600501,26.694746243458837,21.430993463058503,40.230110535916836,34.966357755516505,5.263752780400334,29.326622633659003,37.22225180425951,0.031586972457965906,0.03154276990558135,0.031591354920076295,0.03201534586375995,0.03023497658633115,0.031229294190958254,0.031253517016043716,0.03110255538387328,0.031412258871389924,0.030272789961889434,0.03090275363644875,0.031562028684963384,0.03179155081565857,0.029941185210290648,0.030742324180982637,0.03164169462095782,0.0312569484551852,0.031420530399838026,0.032034657515797954,0.03048214986484095
81,AGT51461@H,30.83055199948767,13.535364292458002,42.861986926117005,25.942781560544503,20.303046438687,19.1750994143155,16.167240682658168,33.838410731145004,5.639735121857501,28.950640292201836,47.74975736506017,21.80697580451567,7.895629170600501,26.694746243458837,21.430993463058503,40.230110535916836,34.966357755516505,5.263752780400334,29.326622633659003,37.22225180425951,0.031586972457965906,0.03154276990558135,0.031591354920076295,0.03201534586375995,0.03023497658633115,0.031229294190958254,0.031253517016043716,0.03110255538387328,0.031412258871389924,0.030272789961889434,0.03090275363644875,0.031562028684963384,0.03179155081565857,0.029941185210290648,0.030742324180982637,0.03164169462095782,0.0312569484551852,0.031420530399838026,0.032034657515797954,0.03048214986484095
82,AGT51422@H,30.75521860439002,13.877354736127204,42.757255132932464,25.87939126466965,20.25343664191538,19.128245717364525,16.127736585228913,33.75572773652563,5.625954622754272,28.87990039680526,47.63308247265284,21.753691207983184,7.87633647185598,26.629518547703555,21.378627566466232,40.131809642313804,34.50585501955953,5.250890981237321,29.254964038322214,37.13130051017819,0.031694224355961816,0.031589974058318857,0.03161177176134404,0.03206382565459349,0.03024202883001458,0.031206349523306448,0.031344621936039506,0.031120890688185084,0.03138914991927848,0.03033406168584338,0.030868313653002095,0.03163909486651198,0.031858568579559904,0.029999055328271677,0.030825048557158972,0.03176288549408958,0.03137318046790994,0.031405856803175855,0.032063534003156056,0.030543922317326857
83,AGT51690@H,31.16092993842485,13.140151178853854,42.423916663156724,25.529436576058913,20.64880899534177,19.52251032286858,15.768181414624623,33.413527283371224,5.631493362365937,28.53289970265408,47.67997713469827,23.27683923111254,7.884090707312311,27.78203392100529,21.024241886166166,40.17131931821035,35.666124628317604,5.2560604715415415,29.659198375127268,36.416990409966395,0.031643869476323326,0.03183952117739965,0.03169797774716979,0.031970261641837104,0.03051450485889017,0.030816154887061874,0.03116799915778088,0.03067277105877803,0.03144456902578633,0.030304074181541588,0.031056400572350065,0.03136932962313083,0.03167047034753937,0.03013333562993969,0.030861866229680273,0.031189634245998268,0.03147464956068701,0.031478639387493165,0.03238716019237126,0.030873920173845555
84,AGT51359@H,29.92930590892158,16.115780104803928,43.74283171303923,21.487706806405235,17.266907255147064,22.255124906633995,11.511271503431377,31.464142109379097,8.057890052401964,30.696724009150337,50.26588556498368,16.499489154918308,4.604508601372551,28.77817875857844,18.034325355375824,49.11475841464054,40.289450262009815,4.98821765148693,26.859633508006546,47.963631264297405,0.032285423234567304,0.031309951173656106,0.029677511373691918,0.030953343187442552,0.030684719622013266,0.031440121811196854,0.0305641173699354,0.03033275653354464,0.03161533525550755,0.03036533548553958,0.030452078589877644,0.03150170962060547,0.03096796454889602,0.029522131851666387,0.03115665498227746,0.030406371665876303,0.030186340272535403,0.03084689486985843,0.031225065117300495,0.030797123319631844
85,AGT51324@H,29.92930590892158,16.115780104803928,43.74283171303923,21.487706806405235,17.266907255147064,22.255124906633995,11.511271503431377,31.464142109379097,8.057890052401964,30.696724009150337,50.26588556498368,16.499489154918308,4.604508601372551,28.77817875857844,18.034325355375824,49.11475841464054,40.289450262009815,4.98821765148693,26.859633508006546,47.963631264297405,0.032285423234567304,0.031309951173656106,0.029677511373691918,0.030953343187442552,0.030684719622013266,0.031440121811196854,0.0305641173699354,0.03033275653354464,0.03161533525550755,0.03036533548553958,0.030452078589877644,0.03150170962060547,0.03096796454889602,0.029522131851666387,0.03115665498227746,0.030406371665876303,0.030186340272535403,0.03084689486985843,0.031225065117300495,0.030797123319631844
86,AGT51387@H,29.92930590892158,16.115780104803928,43.74283171303923,21.487706806405235,17.266907255147064,22.255124906633995,11.511271503431377,31.464142109379097,8.057890052401964,30.696724009150337,50.26588556498368,16.499489154918308,4.604508601372551,28.77817875857844,18.034325355375824,49.11475841464054,40.289450262009815,4.98821765148693,26.859633508006546,47.963631264297405,0.032285423234567304,0.031309951173656106,0.029677511373691918,0.030953343187442552,0.030684719622013266,0.031440121811196854,0.0305641173699354,0.03033275653354464,0.03161533525550755,0.03036533548553958,0.030452078589877644,0.03150170962060547,0.03096796454889602,0.029522131851666387,0.03115665498227746,0.030406371665876303,0.030186340272535403,0.03084689486985843,0.031225065117300495,0.030797123319631844
87,AGT51570@H,31.15507563468455,13.137682496553726,42.79130870306071,25.149277921974274,20.64492963744157,19.518842566308393,16.140581352908864,33.407249776950906,5.630435355665883,28.527539135373804,47.671019344637806,23.272466136752314,7.882609497932235,27.77681442128502,21.020291994485962,40.163772203749964,35.284061562172866,5.255072998621491,29.65362620650698,36.410148633306044,0.031635390452979854,0.031839472396274486,0.03167063951783985,0.031991390004267053,0.030525286739447807,0.03083014257298902,0.031173650775349063,0.030683141135293142,0.03144237753536935,0.0303245199921982,0.03106670426371384,0.03138197043186238,0.031667870930942164,0.030139726233226336,0.030860415353892702,0.031159764750472378,0.03147602075088748,0.03149536892963523,0.03238315274774838,0.0308906374412191
88,AGT51770@H,31.071539688870697,13.476812395172834,41.927860784982144,25.83055709074793,20.58957449262516,19.466506793027424,15.722947794368306,33.31767508806617,5.989694397854593,28.825404289675227,47.168843383104914,23.210065791686546,7.861473897184153,27.70233659007749,20.963930392491072,39.68172538578668,35.56381048726164,5.240982598122768,29.199760189541138,36.31252228699347,0.03178379708069551,0.031808543538478506,0.0316860103403557,0.03205534810216144,0.03052570417497177,0.03096288127469299,0.031177659194071193,0.030718531934857275,0.031503727607952635,0.030374399208352245,0.031076968001001338,0.031424208573343874,0.03173488700788306,0.03016587244947324,0.030960814364463615,0.03132913009767991,0.03153558935074707,0.03153415487734527,0.03252313266767928,0.03076274028788216
89,AGT51720@H,31.16092993842485,13.140151178853854,42.423916663156724,25.529436576058913,20.64880899534177,19.52251032286858,15.768181414624623,33.413527283371224,5.631493362365937,28.53289970265408,47.67997713469827,23.27683923111254,7.884090707312311,27.78203392100529,21.024241886166166,40.17131931821035,35.666124628317604,5.2560604715415415,29.659198375127268,36.416990409966395,0.031643869476323326,0.03183952117739965,0.03169797774716979,0.031970261641837104,0.03051450485889017,0.030816154887061874,0.03116799915778088,0.03067277105877803,0.03144456902578633,0.030304074181541588,0.031056400572350065,0.03136932962313083,0.03167047034753937,0.03013333562993969,0.030861866229680273,0.031189634245998268,0.03147464956068701,0.031478639387493165,0.03238716019237126,0.030873920173845555
90,AGT51345@H,29.922690873264614,16.1122181625271,43.73316358400213,21.866581792001064,17.263090888421893,22.250206033965995,11.508727258947928,31.073563599159407,8.05610908126355,30.689939357194476,50.254775697405954,16.49584240449203,4.603490903579171,28.77181814736982,18.030339372351754,49.10390297151116,40.28054540631775,4.987115145544102,26.853696937545166,47.95303024561637,0.03227131228768022,0.03132758027517811,0.029726797185896117,0.030969161862117175,0.030751197783153255,0.031470455450801176,0.03046321504635671,0.030338977515890382,0.03156168860544933,0.03037848220988016,0.0304588605625152,0.03147282730581694,0.030979500626800514,0.02946662394228869,0.0311678461534612,0.03036962307327982,0.03019324157359886,0.030907655859104537,0.03128706961946598,0.030813641096334624
91,AGT51700@H,31.084020068405316,13.48222557183845,42.319208044937355,25.466426080139293,20.597844623642075,19.47432582598887,15.729263167144858,33.331057663711725,5.61759398826602,28.462476207214504,46.81328323555017,23.219388484832887,7.864631583572429,28.087969941330105,20.972350889526478,40.072170449630946,35.95260152490253,5.2430877223816195,29.58599500486771,36.32710779078693,0.03178845156965982,0.031829712378029944,0.03162527234368485,0.031993965361693424,0.030559283305292943,0.030902500563154477,0.031161993806273918,0.030767862831917615,0.031538900946779705,0.03034912600302254,0.030961776214741266,0.031587310802287556,0.03156140991382792,0.030202339849285897,0.030965006115626827,0.031386537151348155,0.031395340551629944,0.0316724618342815,0.03235467064408887,0.0308898119289714
92,AGT51760@H,31.071539688870697,13.476812395172834,41.927860784982144,25.83055709074793,20.58957449262516,19.466506793027424,15.722947794368306,33.31767508806617,5.989694397854593,28.825404289675227,47.168843383104914,23.210065791686546,7.861473897184153,27.70233659007749,20.963930392491072,39.68172538578668,35.56381048726164,5.240982598122768,29.199760189541138,36.31252228699347,0.03178379708069551,0.031808543538478506,0.0316860103403557,0.03205534810216144,0.03052570417497177,0.03096288127469299,0.031177659194071193,0.030718531934857275,0.031503727607952635,0.030374399208352245,0.031076968001001338,0.031424208573343874,0.03173488700788306,0.03016587244947324,0.030960814364463615,0.03132913009767991,0.03153558935074707,0.03153415487734527,0.03252313266767928,0.03076274028788216
93,AGT51481@H,31.457873833387445,13.48194592859462,42.318330275866444,25.46589786512317,20.597417390908447,19.473921896858894,15.728936916693723,33.70486482148655,5.617477470247758,28.836384347271824,46.81231225206465,23.218906877024068,7.864468458346861,27.712888853222275,20.971915888924965,39.32234229173431,36.32635430760217,5.242978972231241,29.58538134330486,35.95185580958565,0.03170117455379173,0.03177941852190047,0.03177000116960202,0.03196117290189388,0.030688376881168284,0.03076128432233764,0.031160815401256932,0.03058338518325354,0.03152277576377267,0.030329437524924785,0.031046349694486535,0.031635519688175545,0.03157472675577042,0.03022998425034887,0.030972916231253554,0.03136524373792202,0.03144095286394594,0.031588756722114794,0.03239094120649389,0.030998268609069308
94,AGT51630@H,31.09574332235073,13.487310356682245,42.335168619585936,25.476030673733128,20.605613044931207,19.481670515207686,15.735195416129285,33.34362838179777,5.619712648617602,28.47321075299585,47.20558624838785,23.22814561428609,7.867597708064642,27.72391573318017,20.98026055483905,40.08728356013889,35.96616095115265,5.245065138709762,29.59715328271937,36.34080846106049,0.03177644000942395,0.03182807760094891,0.03163469360407608,0.03196142560988614,0.0305351423756215,0.030922552691962445,0.03113937800001833,0.03074507297855685,0.031538281856154045,0.030348048929305062,0.030943375621550515,0.031569123831446014,0.03156076217915885,0.03020055973053881,0.030963503849217762,0.03140501850514678,0.03139459283008035,0.031663232161833636,0.03235202539663679,0.03087118233059695
95,AGT51750@H,31.09574332235073,13.487310356682245,42.335168619585936,25.476030673733128,20.605613044931207,19.481670515207686,15.735195416129285,33.34362838179777,5.619712648617602,28.47321075299585,47.20558624838785,23.22814561428609,7.867597708064642,27.72391573318017,20.98026055483905,40.08728356013889,35.96616095115265,5.245065138709762,29.59715328271937,36.34080846106049,0.03177644000942395,0.03182807760094891,0.03163469360407608,0.03196142560988614,0.0305351423756215,0.030922552691962445,0.03113937800001833,0.03074507297855685,0.031538281856154045,0.030348048929305062,0.030943375621550515,0.031569123831446014,0.03156076217915885,0.03020055973053881,0.030963503849217762,0.03140501850514678,0.03139459283008035,0.031663232161833636,0.03235202539663679,0.03087118233059695
96,AGT51600@H,31.04898322652223,13.841113004594247,42.27150728430135,25.43772119763267,20.574627439261718,19.452375033483808,15.711533680890767,33.29348803807805,5.985346164148863,28.4303942797071,47.1346010426723,22.819132250817542,7.8557668404453835,28.0563101444478,20.948711574521024,39.65291833748622,35.91207698489318,5.237177893630256,29.17856255022571,36.286161120152485,0.0317775790925046,0.03187979197377826,0.031690302910771545,0.0319425245809967,0.030506760211390687,0.031056810466365537,0.03119013964437221,0.030725283043412262,0.03150573220393849,0.03039174493157867,0.030842045104000397,0.03167021620270225,0.03161017339783277,0.030244794949891705,0.03100539143059398,0.03143796204917432,0.03138606795813204,0.031668200485994606,0.032426880480179304,0.03095746362308587
97,AGT51521@H,31.524376768204565,13.135156986751902,42.407792557227566,25.144443374639355,20.64096097918156,19.515090380317112,16.137478583723766,33.40082776631198,5.629352994322244,28.5220551712327,47.66185535192833,23.26799237653194,7.881094192051141,27.771474771989737,21.016251178803042,40.53134155912016,35.27727876441939,5.2540627947007605,29.64792577009715,36.02785916366236,0.03161293058945425,0.03186288672382943,0.03168511204628808,0.03198848468956633,0.03053482173481017,0.03083797250879089,0.031182871642513415,0.030667511677981475,0.03145053298477673,0.030313588180024203,0.0310535690860333,0.03139407354819441,0.03165963049141664,0.03017120019208081,0.030834491755062986,0.031215532063041684,0.031480006599575255,0.031488768388278784,0.032412747119217794,0.030863068357580604
98,AGT51780@H,30.458805692787077,13.537246974572035,42.867948752811444,25.9463900345964,20.305870461858053,19.177766547310384,16.16948944184993,33.843117436430084,5.640519572738348,28.954667140056852,47.75639904918468,21.810009014588278,7.896727401833687,26.698459310961514,21.057939738223165,40.98777556189866,34.97122135097776,5.264484934555791,29.33070177823941,37.227429180073095,0.031607937621771824,0.031543347668393215,0.03155740012267177,0.03204163387242199,0.03024693871437109,0.031228982716763096,0.031264285266503496,0.031050388800556383,0.03143150181940972,0.03027634538093191,0.03090749365492973,0.03155670909466873,0.031770614623856594,0.029922310158356683,0.030753669382563745,0.03163459451277255,0.031239464862134806,0.03142131318843913,0.03204152727766139,0.030468903078265597
99,AGT51551@H,30.458805692787077,13.537246974572035,42.867948752811444,25.9463900345964,20.305870461858053,19.177766547310384,16.16948944184993,33.843117436430084,5.640519572738348,28.954667140056852,47.75639904918468,21.810009014588278,7.896727401833687,26.698459310961514,21.057939738223165,40.98777556189866,34.97122135097776,5.264484934555791,29.33070177823941,37.227429180073095,0.031607937621771824,0.031543347668393215,0.03155740012267177,0.03204163387242199,0.03024693871437109,0.031228982716763096,0.031264285266503496,0.031050388800556383,0.03143150181940972,0.03027634538093191,0.03090749365492973,0.03155670909466873,0.031770614623856594,0.029922310158356683,0.030753669382563745,0.03163459451277255,0.031239464862134806,0.03142131318843913,0.03204152727766139,0.030468903078265597
100,AGT51710@H,30.458805692787077,13.537246974572035,42.867948752811444,25.9463900345964,20.305870461858053,19.177766547310384,16.16948944184993,33.843117436430084,5.640519572738348,28.954667140056852,47.75639904918468,21.810009014588278,7.896727401833687,26.698459310961514,21.057939738223165,40.98777556189866,34.97122135097776,5.264484934555791,29.33070177823941,37.227429180073095,0.031607937621771824,0.031543347668393215,0.03155740012267177,0.03204163387242199,0.03024693871437109,0.031228982716763096,0.031264285266503496,0.031050388800556383,0.03143150181940972,0.03027634538093191,0.03090749365492973,0.03155670909466873,0.031770614623856594,0.029922310158356683,0.030753669382563745,0.03163459451277255,0.031239464862134806,0.03142131318843913,0.03204152727766139,0.030468903078265597
101,AGT21360@H,28.06145239505107,14.789143829824214,33.74958463729115,17.822814359018924,14.789143829824214,17.064396726720247,14.409935013674875,28.81987002734975,5.308923426090743,27.682243578901733,38.30009043108322,15.168352645973552,5.688132242240082,22.752528968960327,13.651517381376197,41.33376096027793,35.26641990188851,4.171296977642727,20.098067255914955,44.74664030562198,0.032525857061214684,0.03235669199404141,0.029951695334101736,0.03154954037948168,0.031181441329277224,0.03200463365676867,0.03015657776363568,0.03065362457082898,0.030846747887671378,0.03060127736484245,0.031292840661399667,0.030439582102017207,0.030774486825217294,0.030397991193189762,0.030634125508125356,0.030656692445367936,0.03102758917477418,0.031326374137649146,0.031073420615160687,0.031339993845896294
102,AGT21367@H,28.048217066677218,14.782168454059615,34.11269643244527,17.814408136943637,14.782168454059615,17.056348216222634,14.403138493699112,28.806276987398224,5.306419445047041,27.669187106316716,38.282025996410795,15.161198414420118,5.685449405407544,22.741797621630177,13.645078572978106,41.693295639655325,34.49172639280577,4.169329563965532,20.088587899106656,44.72553532253935,0.032548548230853236,0.032372419688250074,0.029939566051938253,0.03158647546689006,0.031156132877035853,0.03202101088777763,0.030176311580894136,0.030657494198214723,0.030884000799932795,0.030593025715807656,0.03131094782768337,0.030424077653627195,0.03078608756567187,0.030412357673142886,0.03064022687253903,0.030680604118064243,0.031063079461298337,0.031327369616913806,0.031062483680150944,0.03132781967281104
103,AGT21345@H,28.129284455152924,14.444767693186636,34.21129190491572,17.865896883678207,14.82489315879681,17.485771418068033,14.444767693186636,28.88953538637327,5.321756518542445,27.749158989542746,38.392672026627636,15.205018624406986,5.701881984152619,22.807527936610477,13.684516761966286,41.433675751509035,34.97154283613607,4.181380121711921,20.146649677339255,44.854804942000605,0.032469452914672514,0.032306224014554345,0.029901228539828476,0.03147463286605909,0.031104359091280637,0.03194191981865083,0.030091579948979704,0.030563171107689344,0.030861556204306143,0.03049298408958941,0.03124445537061411,0.030328959250815624,0.030841805911902685,0.030384554345926455,0.030618322968895256,0.030626234421285498,0.031171964445864283,0.03123117453803632,0.030960864612084006,0.03125908992879054
104,AGT51650@H,31.028291485601184,13.831888975508962,41.8695017637028,25.046934090786497,20.560916044675484,19.43941153314773,16.448732835740387,32.897465671480774,5.607522557638768,28.785282462545677,47.103189484165654,23.17775990490691,7.850531580694276,27.663777951017924,20.9347508818514,40.000327577823214,35.5143095317122,5.23368772046285,29.159117299721593,36.635814043239954,0.031692926687525526,0.03199440665075967,0.031601094793864755,0.03220171121171777,0.03056978998860639,0.031017261993677957,0.03089982115996098,0.03085097431325491,0.03146081839848996,0.03049227280566834,0.031115370902079654,0.03154967257390642,0.031593730898831225,0.030307546497764418,0.03110640699468707,0.03136557111594594,0.03138192798829305,0.03180899608290169,0.0323327790389505,0.030822082727195995
105,AGT51561@H,30.825840312811085,13.533295747087793,42.85543653244468,25.938816848584935,20.29994362063169,19.17216897504104,16.164769920132642,33.833239367719486,5.638873227953247,28.946215903493336,47.742459996670824,21.80364314808589,7.894422519134546,26.690666612312036,21.05179338435879,40.97581212312693,34.58508913144658,5.262948346089697,29.322140785356886,37.21656330449143,0.031587339911378166,0.03155579714916017,0.031595307561359906,0.032023982212163196,0.03024499338725154,0.031228497309775165,0.031243579135530577,0.03109807733687622,0.03144291442549386,0.030272467283123897,0.030907018104562572,0.031550940317985166,0.03178707008019568,0.029932198266132134,0.030748889143235224,0.03163438844044116,0.031259275534952835,0.031420518518876873,0.03205813447314961,0.03048372954480632
106,AGT51790@H,31.058055462029085,13.845157254157543,41.90966520177419,25.070960433204203,20.580639161585538,19.458058843680874,16.090317889966876,32.55482921923531,5.612901589523329,28.812894826219754,46.77417991269441,23.199993236696425,7.85806222533266,28.064507947616644,20.954832600887094,40.41289144456797,35.92257017294931,5.238708150221774,29.18708826552131,36.67095705155241,0.03162996035011377,0.0319704007523126,0.031602579813780576,0.032200888915601605,0.030558699822645218,0.030958780885988652,0.030856069289109757,0.03089868805194463,0.03152331842563739,0.030510273495082996,0.031088922801772282,0.03150698050222315,0.03154518926870595,0.030274058735220058,0.0310706565891829,0.031353405674298784,0.0313226938259804,0.0317645527426738,0.03235107392175839,0.03081936683441198
107,AGT51451@H,31.19571604740835,13.530672020562658,42.84712806511508,25.93378803941176,20.296008030843986,19.16845202913043,16.161636024560952,33.82668005140665,5.637780008567774,28.94060404398124,47.73320407254049,21.799416033128725,7.892892011994884,26.68549204055413,21.047712031986357,40.59201606168797,34.57838405254901,5.261928007996589,29.316456044552424,37.209348056547306,0.03158230757069086,0.031562284914584134,0.03160221981961959,0.03204587133872398,0.030251853693426527,0.031223577968426387,0.03128305479097435,0.031103592245410917,0.03144494753591209,0.03028063987641389,0.030918256420546106,0.03155225838008011,0.03177379740170781,0.029930786592966288,0.030749753669446538,0.031663891377113194,0.03127491995985535,0.03141144073921718,0.03202714241202576,0.030465402721674053
108,AGT51590@H,30.861169988192046,13.172450604716117,42.904553398218205,25.968545477868915,20.32320950441915,19.194142309729198,16.183296457222657,33.87201584069859,5.645335973449765,28.979391330375456,47.797177908541336,22.20498816223574,7.90347036282967,26.721256940995552,21.075920967545787,40.6464190088383,34.62472730382522,5.268980241886447,29.355747061938775,37.63557315633176,0.031573443427184884,0.03153357523298571,0.03155428612987234,0.031972948079046756,0.030194686672866337,0.03122609454846802,0.03122986153540724,0.031109409758080155,0.03143955659958732,0.0302660677372638,0.030873421189542748,0.031578080764119686,0.03171819956877705,0.029873654540526335,0.03069333445888175,0.03165235610897284,0.03127146118671536,0.03139338000990155,0.03199587962402213,0.0304945712644602
109,AGT51441@H,31.037511073401102,13.835998912239045,41.88194265326414,25.054376408649084,20.56702541008507,19.445187660444063,16.079674411521054,32.90724065613611,5.6091887482050184,29.167781490666098,47.11718548492215,23.184646825914076,7.852864247487026,27.67199782447809,20.94097132663207,40.012213070529135,35.52486207196512,5.2352428316580175,29.167781490666098,36.64669982160612,0.031646892312897384,0.03200682392932214,0.03158118555057931,0.03223220586012119,0.03059090368087348,0.030953788838371694,0.030829044730003766,0.030896046140143144,0.03152368481108446,0.030560073410742995,0.031073391675980368,0.03154710116507761,0.03152944579815902,0.03028552213918869,0.031056891930108986,0.03134808270030883,0.03134672191171201,0.03184190401566299,0.03243731373423428,0.030767059118426456
110,AGT51800@H,31.037737889953174,13.836100023232138,42.2561973682495,25.054559501528466,20.567175710209934,19.445329762380304,16.079791918891402,32.907481136335896,5.609229739148164,28.79404599429391,47.49147845812112,23.184816255145744,7.85292163480743,27.672200046464276,20.94112435948648,40.012505472590234,35.151173031995164,5.23528108987162,29.167994643570452,36.64696762910134,0.031645973104232575,0.031992509031894246,0.031553658356597625,0.03224387506353395,0.030582676780501077,0.030957090691114034,0.030826281178630958,0.030898209019644008,0.031527134718884,0.03057109556345764,0.031080825321449578,0.03156166213715111,0.03152516870709474,0.030286733939485857,0.031056436830161422,0.031320148872709445,0.031353122540313375,0.031854377670058893,0.03242390854173669,0.030790462654804496
111,AGT51531@H,31.19571604740835,13.530672020562658,42.84712806511508,25.93378803941176,20.296008030843986,19.16845202913043,16.161636024560952,33.82668005140665,5.637780008567774,28.94060404398124,47.73320407254049,21.799416033128725,7.892892011994884,26.68549204055413,21.047712031986357,40.59201606168797,34.57838405254901,5.261928007996589,29.316456044552424,37.209348056547306,0.03158230757069086,0.031562284914584134,0.03160221981961959,0.03204587133872398,0.030251853693426527,0.031223577968426387,0.03128305479097435,0.031103592245410917,0.03144494753591209,0.03028063987641389,0.030918256420546106,0.03155225838008011,0.03177379740170781,0.029930786592966288,0.030749753669446538,0.031663891377113194,0.03127491995985535,0.03141144073921718,0.03202714241202576,0.030465402721674053
112,AGT51610@H,31.18387349641664,13.525535492421675,42.830862392668635,25.923943027141544,20.288303238632512,19.161175280930706,16.155500727059223,33.81383873105419,5.635639788509032,28.929617581013026,47.339374223475865,21.791140515568255,7.889895703912644,27.05107098484335,21.039721877100384,40.576606477265024,34.56525736952206,5.259930469275096,29.305326900246964,37.1952226041596,0.031594475584833616,0.03156403163830843,0.03159274546697807,0.03207860409215801,0.030276269190489497,0.03120327251727373,0.03130577270373449,0.031126403948856355,0.03144560632206062,0.03028175001633911,0.03093679431734281,0.031570578122506535,0.03177436886538161,0.029932681624261787,0.03075134768978284,0.03164518339907068,0.03127571854792017,0.03142083051605483,0.03202992972228645,0.030484316480424843
113,AGT51501@H,31.07203458557389,13.851388911641372,41.92852859740091,25.08224478594519,20.58990243622366,19.46681684879328,16.097560086502135,32.94384389795786,5.989789799628702,28.825863410713126,47.16959467207602,23.21043547356122,7.861599112012671,27.702777823282744,20.964264298700456,40.05671928501694,35.93873879777221,5.241066074675114,28.825863410713126,36.687462522725795,0.031649709302460825,0.031981762892357136,0.03154027737656534,0.03219269777929883,0.03055010445694856,0.030991805029345915,0.03082130072650758,0.030841864996931024,0.03154399709665844,0.03051043920763583,0.03104662339817573,0.03150065181023222,0.03153209970028501,0.030276748073178792,0.0310203103192551,0.03135472365448532,0.03133183817960921,0.03175363592183552,0.03241164756870025,0.030785900032739445
114,AGT51620@H,31.094937676818628,13.861598723401075,41.95943397353839,25.100732823456003,20.605079183434032,19.48116577342854,16.109425543412062,32.96812669349445,5.619567050027463,28.847110856807642,47.57900102356585,22.852906003445018,7.867393870038448,27.72319744680215,20.605079183434032,40.835520563532896,35.96522912017576,5.2449292466922985,29.221748660142808,36.339866923510925,0.031781871274651104,0.03190990032594159,0.031636252142069346,0.032048932767217674,0.030525650211483457,0.03089844682882949,0.03106727400306674,0.030866562518138442,0.0315996836487182,0.030381365520418775,0.031027483149244035,0.031476200710154896,0.03144583076959319,0.030115466441577157,0.031061717193186903,0.03128364110149631,0.03145334939729676,0.03172029184090417,0.03232708990799984,0.030735186912847563
115,AGT51511@H,31.085248181188366,13.85727930968638,41.946358991483095,25.092911182405064,20.598658433317592,19.475095246045722,16.104405684230116,32.95785349330814,5.617815936359343,28.83812180664463,47.189653865418485,22.845784807861328,7.86494231090308,28.089079681796715,20.598658433317592,40.822795804211225,35.95402199269979,5.243294873935387,29.212642869068585,36.32854305512375,0.031785691225110754,0.031930489890516875,0.03164489661964788,0.03206227545638165,0.030533562902605404,0.03090160042747276,0.03108257552767898,0.030875642885969296,0.0316089539233515,0.030393254482270125,0.031026575989894185,0.031490933931760584,0.03145551136243037,0.030099516048556756,0.03108952159115047,0.031265082107843685,0.031450097304625696,0.031735670751565075,0.03231955161007375,0.03072753353713805
116,AGT51491@H,31.115210275725325,13.870635906046228,42.36167182116821,25.117097451489116,20.61851283331196,19.493866678767674,16.119928215134806,32.98962053329914,5.623230772721444,28.865917966636747,47.61002054237489,22.867805142400538,7.872523081810021,27.741271812092457,20.61851283331196,40.86214361510916,35.98867694541724,5.248348721206681,28.865917966636747,36.36355899693201,0.03177988398529205,0.03191120242570202,0.03161196389106144,0.03202488046888151,0.030533938909379214,0.03091863101123145,0.031017150337991475,0.030829935394367215,0.03160821975371332,0.03038101570696795,0.030969968740285132,0.031448802639618786,0.031446130082744404,0.030112399483628535,0.03100399406912742,0.03131845931012893,0.03145110401124597,0.0316672995607573,0.03235200079606767,0.030730967907045142
117,AGT51730@H,31.19571604740835,13.530672020562658,42.84712806511508,25.93378803941176,20.296008030843986,19.16845202913043,16.161636024560952,33.82668005140665,5.637780008567774,28.94060404398124,47.73320407254049,21.799416033128725,7.892892011994884,26.68549204055413,21.047712031986357,40.59201606168797,34.57838405254901,5.261928007996589,29.316456044552424,37.209348056547306,0.03158230757069086,0.031562284914584134,0.03160221981961959,0.03204587133872398,0.030251853693426527,0.031223577968426387,0.03128305479097435,0.031103592245410917,0.03144494753591209,0.03028063987641389,0.030918256420546106,0.03155225838008011,0.03177379740170781,0.029930786592966288,0.030749753669446538,0.031663891377113194,0.03127491995985535,0.03141144073921718,0.03202714241202576,0.030465402721674053
118,AGT51331@H,29.583417881091634,16.13640975332271,44.183026705526466,21.51521300443028,17.289010449988616,22.28361346887422,11.526006966659079,31.88861927442345,7.684004644439386,30.351818345535573,50.71443065329995,16.13640975332271,4.610402786663632,29.199217648869666,18.057410914432555,48.7934294921901,40.725224615528745,4.9946030188856,26.89401625553785,48.40922925996813,0.03228586267360857,0.03133798044475757,0.02946034309155431,0.030876032153830828,0.030882797692980905,0.03140414668513483,0.030566106102299644,0.030175586021117008,0.03153214269289319,0.030502624392001517,0.03024898946244418,0.03140981970090182,0.03073407641334916,0.02955569090544788,0.03139130856635624,0.030395291129385545,0.030114887785049702,0.03088333930683823,0.03104657853103931,0.03099616402704016
