,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6
0,54.24456947590846,24.108697544848205,75.00483680619442,45.538650918046606,37.50241840309721,34.823674231447406,28.126813802322904,62.28080199085786,11.384662729511652,50.22645321843376,85.05012744988116,36.163046317272304,14.063406901161452,46.20833696095906,36.83273236018476,75.67452284910686,67.63829033415746,10.045290643686752,49.55676717552131,68.3079763770699,0.05554274441699895,0.05536184499457541,0.05547661477048925,0.05566676626286063,0.053344108881772205,0.05492187776085355
1,55.314728764126045,23.991930548295635,76.64088925149994,45.31809103566953,35.98789582244345,33.98856827675215,28.657028154908673,59.97982637073908,9.996637728456514,50.64963115751301,84.63819943426515,38.653665883365186,13.99529281983912,47.31741858136083,37.32078085290432,71.9757916448869,61.31271140119995,9.33019521322608,51.98251618797387,66.64425152304342,0.05596974858187826,0.05592847905977322,0.05602199261008429,0.05672849831679836,0.0536435589288521,0.055265207272179595
2,55.92011070043361,24.63147733233385,74.56014760057815,44.60294543963157,35.948642593135894,34.61721138598271,27.960055350216805,61.24583552904634,9.985734053648859,51.26010147539748,84.545881654227,39.942936214595434,14.645743278684993,47.265807853937936,37.94578940386567,73.22871639342496,62.57726673619952,9.320018450072268,51.26010147539748,65.24012915050588,0.05616319116607634,0.05658671330427949,0.055781908641224606,0.05645426166659944,0.05458584521890251,0.054712476426327074
3,50.006917808854205,26.670356164722243,60.6750602747431,30.67090958943058,26.003597260604188,30.004150685312524,25.33683835648613,50.67367671297226,9.334624657652785,48.673400000618095,68.00940822004172,26.003597260604188,10.001383561770842,40.00553424708337,24.670079452368075,72.00996164475005,60.6750602747431,7.3343479452986164,35.33822191825697,78.01079178181256,0.057139997121066925,0.05706399160902315,0.05245093250575623,0.05533533104606002,0.054862703215952206,0.05638814038408547
4,48.754496250152535,26.04692265419108,60.77615285977918,31.38988114735848,26.04692265419108,30.05414152406663,25.379052842545153,50.090235873444385,10.018047174688876,49.422366061798456,67.45485097623843,26.714792465837004,9.35017736304295,39.40431888710958,24.711183030899228,72.79780946940583,61.44402267142511,7.346567928105176,35.39710001723403,78.80863777421916,0.05696977114148951,0.056945780351596045,0.052267256578765416,0.05501385721353712,0.0544619760392305,0.056471547029456295
5,58.55179646384933,29.275898231924664,51.232821905868164,43.91384734788699,27.945175585018998,47.24065396515116,30.60662087883033,61.21324175766066,13.972587792509499,49.23673793550966,79.84335881434,33.933427496094495,13.972587792509499,47.24065396515116,41.25240205407566,89.15841734267966,61.21324175766066,6.653613234528333,50.56746058241533,63.20932572801916,0.05724472228584923,0.05841864763586027,0.052696768929526176,0.05469207657016493,0.056217432025787085,0.0553690290999791
6,58.43056305066722,30.54324886739423,51.126742669333815,43.82292228800041,27.88731418327299,46.478856972121655,30.54324886739423,61.08649773478846,13.279673420606187,48.47080798521258,79.67804052363712,33.863167222545776,13.943657091636496,47.14284064315196,41.16698760387918,88.97381191806144,61.08649773478846,6.6398367103030935,50.46275899830351,63.742432418909694,0.05742300256533653,0.058842100588038904,0.052676366053993944,0.05482956022790923,0.05657195538417206,0.05567334415024005
7,58.43056305066722,30.54324886739423,51.126742669333815,43.82292228800041,27.88731418327299,46.478856972121655,30.54324886739423,61.08649773478846,13.279673420606187,48.47080798521258,79.67804052363712,33.863167222545776,13.943657091636496,47.14284064315196,41.16698760387918,88.97381191806144,61.08649773478846,6.6398367103030935,50.46275899830351,63.742432418909694,0.05742300256533653,0.058842100588038904,0.052676366053993944,0.05482956022790923,0.05657195538417206,0.05567334415024005
8,57.81589443093904,29.904772981520193,50.50583881323411,43.86033370622962,27.911121449418847,46.51853574903141,30.56932349222064,61.13864698444128,13.955560724709423,48.51218728113276,79.74606128405385,33.89207604572289,13.955560724709423,47.84763677043231,41.20213166342782,90.37886945526103,61.13864698444128,6.645505107004487,50.50583881323411,63.132298516542626,0.057308833590956385,0.058663421646571665,0.052754892386439725,0.05475249292923395,0.05642117227055018,0.05554867647579925
9,51.96463675794895,26.99461649763582,76.93465701826209,37.79246309669015,30.368943559840297,39.14219392157194,19.57109696078597,55.33896382015343,14.847039073699701,53.31436758283074,90.43196526708,29.019212734958508,8.098384949290747,51.96463675794895,31.043808972281195,87.05763820487552,70.86086830629402,8.773250361731641,47.240578870862684,84.35817655511194,0.05646211289061903,0.0547566006627757,0.05172489096788356,0.053733301183115346,0.05373667448772981,0.054721007366980996
10,50.17719052483112,25.42310986591443,60.21262862979734,30.775343521896417,26.09213907291218,30.775343521896417,25.42310986591443,50.17719052483112,10.035438104966223,50.17719052483112,66.90292069977482,26.761168279909928,9.366408897968475,40.14175241986489,25.42310986591443,72.2551543557568,61.550687043792834,7.35932127697523,35.45854797088065,78.94544642573429,0.05668977012165881,0.056982797660061056,0.05193201446283639,0.054970119947794126,0.05451848818259647,0.055877602627304984
11,54.6897653024471,24.677089221835885,76.69906109489533,44.68553994224336,36.68215965408037,34.681314582039626,29.345727723264297,57.357558731834764,11.33812207489757,50.02112680101869,84.0354930257114,38.68300472612112,14.005915504285232,48.68723008632486,38.68300472612112,72.69737095081383,62.026197233263176,9.337277002856823,52.021971873059435,65.36093901999776,0.05617179106904642,0.05624214648746406,0.05548256865298195,0.056604067431967796,0.054418455408982054,0.05413261360264188
12,55.35107197347168,24.674574253234365,76.6912443005933,44.68098580991088,36.678421187240275,34.677780031572624,29.34273694979222,57.351713129139334,11.336966548783357,50.01602889169128,84.02692853804135,38.679062342907926,14.004488089673558,48.68226812124618,38.679062342907926,72.02308160403544,62.019875825697184,9.336325393115706,52.01667004735893,65.35427775180995,0.0561625182788492,0.0562550687508075,0.055490661973528796,0.05664396655691218,0.05441255354587133,0.0541548456714806
