,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13
1138,ACZ72284@N,39.76352067905306,18.461634600988923,38.34339494051545,34.55639297108183,18.461634600988923,26.035638539856173,19.88176033952653,37.39664444815705,7.57400393886725,36.44989395579864,46.86414937174111,28.402514770752187,9.940880169763265,39.29014543287386,26.982389032214577,45.4440236332035,46.86414937174111,5.207127707971234,25.088888047497765,43.07714740230748,0.041626277400087085,0.04229400526091706,0.0384932299722236,0.040631536109077035,0.040989679537809846,0.03971980592655846,0.039334987998357274,0.040421213565444765,0.04016913021747279,0.039991782476422315,0.040622498687527715,0.04043548651465895,0.04189512015423982
1139,AFM43867@N,40.172305578940914,18.431999030337597,38.281844139931934,34.500921261913966,18.431999030337597,25.993844786373533,19.849845109594334,37.33661342042744,6.616615036531445,36.86399806067519,46.788920615472364,28.356921585134764,9.452307195044922,39.22707485943642,26.939075505878026,45.37107453621562,46.31630525572012,5.198768957274707,25.993844786373533,43.007997737454396,0.04169626649949299,0.04236957133015463,0.038590052423804345,0.04066322503009067,0.04100535865455736,0.039773690774430076,0.03938442036791471,0.04050930984658643,0.0402125310094251,0.040173915515985086,0.040665644062307126,0.040444576849454274,0.04189607788355115
1140,ALR84908@N,44.20481249959631,20.88798832398507,40.318675136994436,33.51793475244116,20.88798832398507,29.631797389839285,23.802591345936474,46.633648351222476,10.686877747155151,37.40407211504303,64.1212664829309,19.916453983334602,6.800740384553278,40.318675136994436,25.259892856912177,61.206663460979506,51.49132005447482,5.3434388735775755,31.089098900814985,58.2920604390281,0.040340192669744646,0.040564678373857084,0.03949006394351171,0.04064158999335813,0.03878950313517616,0.03956333723352724,0.03880656849233845,0.03939049050984126,0.03999577864348943,0.03952439744017648,0.03917370844460778,0.03878726730179773,0.03916525349333966
1141,APZ73679@N,34.77510755046974,16.421578565499598,40.570958808881365,23.183405033646494,17.870541380102505,28.013281082322845,18.836516589837775,41.536934018616634,7.2448140730145285,37.67303317967555,44.91784725269008,22.21742982391122,9.17676449248507,30.911206711528656,20.285479404440682,51.67967372083697,39.60498359914609,4.346888443808718,29.945231501793387,43.46888443808717,0.03919537592999039,0.03978451746956429,0.040035444152419705,0.04124899087579661,0.039310674757196185,0.03908579252502222,0.0402222648252637,0.03937882585937792,0.0398121159452162,0.03927080049132599,0.03876452151617121,0.04007865656952519,0.04082441421549502
1142,AEA10998@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1143,AEA11013@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1144,AGT20898@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1145,AGT21063@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1146,AGT21093@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1147,AGT21243@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1148,ADD62481@N,16.96857184679272,8.241877754156464,22.786367908550222,9.211510431116047,9.696326769595839,12.1204084619948,6.787428738717088,23.756000585509806,3.8785307078383355,10.665959446555423,19.87746987767147,11.150775785035215,4.363347046318127,16.96857184679272,9.211510431116047,30.543429324226892,21.816735231590638,1.4544490154393759,18.907837200711885,24.72563326246939,0.03834680359033117,0.03969423027441004,0.0401835297651496,0.041375145045634866,0.03973223766775604,0.038436448400657415,0.04106417088383886,0.040550684971609054,0.03742815089647715,0.039191586770675454,0.04054400585868574,0.03845321812367128,0.04018344927131156
1149,APY26726@N,34.720115587558574,16.877833966174308,39.06013003600339,23.146743725039048,17.842281621384267,27.48675817348387,18.324505448989246,42.43569682923826,6.751133586469723,36.166787070373516,44.36459213965818,22.66451989743407,9.644476552099604,31.344548794323714,19.771176931804188,53.5268448641528,40.506801518818335,4.340014448444822,29.897877311508772,42.917920656843236,0.03921890161729056,0.04019108886254462,0.03968853537622955,0.04138462095368823,0.03960853477603828,0.03926361230812345,0.04019678317129125,0.03979602351302003,0.039386689157181375,0.0397148948840282,0.038950775650309334,0.03988787292532946,0.040487839199945606
1150,AGT20808@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1151,AGT20913@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1152,AGT20928@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1153,AGT21138@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1154,AGT21258@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1155,AGT21273@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1156,APD51499@N,41.9946990330826,18.55579724717603,51.272597656670605,34.670042224986794,20.509039062668244,26.368764509144885,18.067486793302976,40.04145721759038,13.184382254572443,45.41287221019397,57.13232310314725,21.48565997041435,10.254519531334122,33.20511086336763,23.438901785906562,56.644012649274195,56.15570219540114,8.789588169714962,28.810316778510153,60.06218582638557,0.04067952346805519,0.0400105302328346,0.037309954434897895,0.0406726794790948,0.03889577419666705,0.04080678844579129,0.03861499546628673,0.03871379933923515,0.04013152830862032,0.039273934874811914,0.03862996871489331,0.03931033647805199,0.038639732687706256
1157,AGT20883@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1158,AGT21108@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1159,AGT21123@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1160,AGT21153@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1161,AGT21183@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1162,AGT21318@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1163,APZ73733@N,33.66047209476355,17.311099934449825,38.949974852512106,23.562330466334483,17.311099934449825,27.40924156287889,18.272827708585925,41.83515817492041,7.21295830602076,35.58392764303575,43.75861372319262,23.081466579266433,9.617277741361015,30.775288772355246,19.71541936979008,53.85675535162168,39.43083873958016,4.327774983612456,29.813560998219145,44.72034149732872,0.0391956696570566,0.04021094799700056,0.0395721886005609,0.0414681626261214,0.03970981286300429,0.039382607031627305,0.040624474910075654,0.03973926847439059,0.03970202822938119,0.03954250345480761,0.0392229165974074,0.04014540171767727,0.04062013077283858
1164,APY26879@N,33.72983512109247,16.383062773102054,38.54838299553425,23.610884584764726,17.82862713543459,27.947577671762332,18.31048192287877,41.9213665076435,6.745967024218493,37.102818633201714,43.84878565742021,23.12902979732055,9.637095748883562,30.838706396427398,20.23790107265548,53.00402661885959,40.47580214531096,4.336693086997603,30.35685160898322,42.88507608253185,0.039174326464452465,0.04040235122488225,0.03989672083027514,0.04145482206325168,0.03948726201370359,0.03921369780927173,0.04043253357132268,0.03940529224263233,0.03935106450045027,0.03959508024590491,0.03906907480323995,0.0399987323945936,0.040664254391841216
1165,APZ73688@N,33.788794895936086,16.411700378026097,39.09846266529747,24.134853497097204,17.85979158785193,27.996430056632757,17.85979158785193,41.51194801500719,6.7577589791872175,36.68497731558775,43.92543336471691,22.68676228727137,9.653941398838882,32.823400756052195,20.27327693756165,53.09667769361385,40.06385680518136,4.344273629477497,29.44452126645859,43.92543336471691,0.039128444464027835,0.04036709752066605,0.03963401423791346,0.041138626459297,0.03941779032234329,0.03921192567239252,0.040416434588740384,0.039694891287099056,0.039198479850334096,0.03942512468464827,0.03910591183443643,0.040058763767950596,0.040505425368206935
1166,ALR84915@N,42.46974545930319,20.014477745188863,42.957903453088285,30.753953608460932,21.478951726544143,29.28947962710565,23.919741695469614,48.32764138472432,11.71579185084226,39.05263950280754,66.38948715477281,20.014477745188863,5.369737931636036,37.10000752766716,24.40789968925471,63.94869718584734,49.79211536607961,5.85789592542113,31.73026959603112,60.04343323556658,0.04017480779224524,0.03991825997571462,0.03937016922151295,0.040248977720384826,0.038387547707998494,0.03943486421621222,0.03853840610600588,0.039027193421831835,0.03988020855133692,0.03942004708271272,0.03927454959029773,0.03903037140498697,0.03913660342366538
1167,YP_009199242@N,42.46974545930319,20.014477745188863,42.957903453088285,30.753953608460932,21.478951726544143,29.28947962710565,23.919741695469614,48.32764138472432,11.71579185084226,39.05263950280754,66.38948715477281,20.014477745188863,5.369737931636036,37.10000752766716,24.40789968925471,63.94869718584734,49.79211536607961,5.85789592542113,31.73026959603112,60.04343323556658,0.04017480779224524,0.03991825997571462,0.03937016922151295,0.040248977720384826,0.038387547707998494,0.03943486421621222,0.03853840610600588,0.039027193421831835,0.03988020855133692,0.03942004708271272,0.03927454959029773,0.03903037140498697,0.03913660342366538
1168,AHX26055@N,33.380740358623434,16.932259602200293,39.6698653537264,21.770048059971806,17.899817293754595,29.026730746629074,19.351153831086048,40.637423045280705,7.2566826866572685,37.250971124840646,45.475211503052215,21.286269214194654,8.708019223988723,30.478067283960527,20.802490368417505,52.248115343932334,42.088759582612155,4.354009611994361,30.478067283960527,43.05631727416646,0.03915239750273514,0.040410437193468124,0.03968816426271996,0.04110394272930657,0.03975666981448184,0.0391290080681379,0.039627335045022576,0.039649525556355,0.040418487982404674,0.03960050125996715,0.03801247240531257,0.03993496643000049,0.03973724597293677
1169,AHX26100@N,35.30809222887161,16.928537370006936,39.661144695444825,21.76526233286606,17.89588236257876,28.536677280868837,18.379554858864676,40.62848968801665,7.7387599405745995,38.21012720658709,45.948887147161685,21.28158983658015,8.706104933146424,30.471367266012486,20.797917340294237,51.26928460630673,41.11216218430256,4.353052466573212,30.471367266012486,42.5631796731603,0.03935614116357023,0.04048379025596332,0.03975618032777529,0.041223758126907435,0.039643319764699765,0.0389724734255958,0.0395468870652641,0.039574886311359816,0.04059118090464725,0.03965542547278808,0.03792182396520271,0.0398593677623716,0.03974226916794211
1170,APZ73825@N,33.94626781167828,15.518293856767215,38.79573464191804,23.762387468174797,17.943027271887093,27.6419609323666,18.427973954911067,40.73552137401394,7.759146928383608,36.855947909822135,44.13014815518177,23.762387468174797,9.213986977455534,31.52153439655841,20.36776068700697,55.2839218647332,40.250574690989964,4.36452014721578,29.581747664462505,45.10004152122972,0.03897753924952419,0.04023427978153705,0.03951199685283188,0.04109604409890471,0.03927145695789805,0.03915769210934636,0.04001976166334152,0.03938742143641889,0.03926570328857785,0.03922621869105546,0.03876446033861332,0.03985222955928929,0.040288512948685844
1171,AVP25406@N,45.87514374680797,20.98543809694407,46.36317719092295,28.305939758668746,19.033304320484156,31.234140423358618,14.641003323449352,34.65037453216347,9.760668882299568,31.722173867473597,60.51614707025732,16.593137099909264,10.248702326414547,28.793973202783725,29.282006646898704,47.82727752326788,46.85121063503792,5.85640132937974,33.67430764393351,55.14777918499256,0.04009690095645544,0.04031794110927196,0.04011180891121519,0.03996694431644908,0.03953760736702024,0.0391882873462423,0.038057331777244074,0.03847429457475837,0.039517622570544184,0.03956785703308378,0.038974668680368356,0.038306089122310115,0.039849202120058616
1172,AGZ89681@N,32.23507507636507,16.839218323474288,40.89524449986613,24.056026176391843,17.80145937052996,27.904990364614537,18.2825798940578,42.33860607044964,7.69792837644539,38.48964188222695,44.26308816456099,22.61266460580833,8.660169423501063,28.86723141167021,20.688182511696983,48.59317287631152,40.414123976338296,4.330084711750532,31.753954552837232,44.744208688088825,0.0391725098208065,0.04021612344998437,0.03976113228722343,0.041409771070345054,0.03939784285006482,0.03916274779765332,0.04032667241967839,0.03972503996913818,0.040283394536376485,0.03978601046278711,0.038732956065980435,0.04005821144258461,0.040847064299540395
1173,APY26834@N,33.55036493180382,17.733764321096302,39.30185606297019,23.485255452262674,17.733764321096302,27.31958287304025,19.171637103887896,41.69831070095618,7.189363913957961,36.426110497387,44.57405626653936,22.526673597068278,9.585818551943948,30.195328438623438,20.130218959082292,51.76342018049732,38.34327420777579,4.313618348374777,29.71603751102624,43.61547441134496,0.039514461799785905,0.04032688887898749,0.040087531638394944,0.04169520643700745,0.03973040310248088,0.0393216873368938,0.040399825958083474,0.03991897222853673,0.039976523129693686,0.03968862513226003,0.03927515240304851,0.04018259360043339,0.04059120075719644
1174,AHX26064@N,35.21113192536398,17.364393826206896,40.516918927816086,22.18783655570881,17.846738099157086,27.493623558160916,17.846738099157086,40.516918927816086,6.7528198213026815,37.62285329011494,46.305050203218386,22.18783655570881,8.682196913103448,30.87003346881226,21.223148009808426,50.16380438681992,41.48160747371647,4.341098456551724,29.423000649961683,42.44629601961685,0.03943427512914288,0.040580465062417796,0.03977820618749095,0.04112736085202743,0.03958992463629972,0.03904661742629206,0.03985296020907338,0.040001563771797505,0.04073939693861696,0.03980381150614003,0.03806902602289443,0.039758507046194,0.03987361226142131
1175,QBM00061@N,44.552937362727775,21.30792656478285,39.710226779822584,30.509076672302715,20.82365550649233,29.056263497431157,25.182095031107004,47.45856371247089,12.591047515553502,36.80460043007947,63.43950863605803,20.339384448201812,4.842710582905193,39.710226779822584,25.182095031107004,61.98669546118647,51.817003237085565,5.3269816411957125,30.024805614012198,59.081069111443355,0.040599100930190625,0.040119791267527495,0.0392719925771524,0.04054594925186811,0.03892082931480457,0.039985763993390114,0.038247845544222926,0.03978074644378616,0.04030419985406907,0.039640671544790076,0.03931383071015855,0.03902972520956905,0.039968495067951644
1176,AFR58686@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1177,AFR58700@N,39.713101572905835,18.438225730277708,38.29477651673063,34.51257636693007,18.438225730277708,26.00262602987882,19.856550786452917,37.34922647928049,7.091625280876042,36.876451460555415,46.80472685378187,28.366501123504168,9.455500374501389,39.24032655418076,26.94817606732896,44.9136267788816,46.80472685378187,5.200525205975764,25.52985101115375,43.02252670398132,0.041649794630153884,0.04232788673843025,0.038594094056511985,0.04056649015012744,0.04113265135131339,0.03967045425012589,0.03930017548100701,0.04058892505773895,0.04017210311377388,0.040141573230837946,0.04076155223897454,0.04035585362820126,0.041963427347734165
1178,AFR58728@N,39.713101572905835,18.438225730277708,38.29477651673063,34.51257636693007,18.438225730277708,26.00262602987882,19.856550786452917,37.34922647928049,7.091625280876042,36.876451460555415,46.80472685378187,28.366501123504168,9.455500374501389,39.24032655418076,26.94817606732896,44.9136267788816,46.80472685378187,5.200525205975764,25.52985101115375,43.02252670398132,0.041649794630153884,0.04232788673843025,0.038594094056511985,0.04056649015012744,0.04113265135131339,0.03967045425012589,0.03930017548100701,0.04058892505773895,0.04017210311377388,0.040141573230837946,0.04076155223897454,0.04035585362820126,0.041963427347734165
1179,AFR58742@N,39.72912843254995,18.445666772255333,38.31023098853031,34.5265044711446,18.445666772255333,26.01311980702675,19.864564216274974,37.36429935918388,7.0944872200982045,36.891333544510665,46.82361565264815,28.377948880392818,9.459316293464273,39.25616261787673,26.95905143637318,45.40471820862851,46.82361565264815,5.20262396140535,25.540153992353538,43.03988913526244,0.04166820056416855,0.042292769329764564,0.038559583438825304,0.04064155482301737,0.041024969884487596,0.03972611864436828,0.03934680750461253,0.04044181099264301,0.04022780946904546,0.040128523504748013,0.04066263597745483,0.04044051884200825,0.04187288235164273
1180,AFR58672@N,39.713101572905835,18.438225730277708,38.29477651673063,34.51257636693007,18.438225730277708,26.00262602987882,19.856550786452917,37.34922647928049,7.091625280876042,36.876451460555415,46.80472685378187,28.366501123504168,9.455500374501389,39.24032655418076,26.94817606732896,44.9136267788816,46.80472685378187,5.200525205975764,25.52985101115375,43.02252670398132,0.041649794630153884,0.04232788673843025,0.038594094056511985,0.04056649015012744,0.04113265135131339,0.03967045425012589,0.03930017548100701,0.04058892505773895,0.04017210311377388,0.040141573230837946,0.04076155223897454,0.04035585362820126,0.041963427347734165
1181,AFR58714@N,39.75085375940907,17.982529081637434,38.33118041085874,34.54538481472454,18.45575353115421,26.0273447234226,19.875426879704534,37.384731511825194,7.098366742751619,36.91150706230842,46.849220502160684,28.393466971006475,9.464488990335491,39.27762930989229,26.973793622456153,44.95632270409359,46.849220502160684,5.205468944684521,25.554120273905827,43.06342490602649,0.04154950725249659,0.042175348590702114,0.03883545104059734,0.04040339711462072,0.04124790562851439,0.03968326134166334,0.038911260005811625,0.040841250054369095,0.040260798734443014,0.04003569822684202,0.040435049613960126,0.040320318288974984,0.04207630459022997
1182,AEK25521@N,42.14571867126238,19.157144850573808,52.203219717813624,35.91964659482589,19.157144850573808,36.39857521609024,27.298931412067677,38.314289701147615,13.410001395401666,41.18786142873369,59.3871490367788,26.820002790803333,11.494286910344284,37.356432458618926,23.94643106321726,49.329647990227556,59.3871490367788,10.057501046551248,36.87750383735458,59.3871490367788,0.040802831268979906,0.040726775054638134,0.039034306678340805,0.04083413380214714,0.03998678564038646,0.04184536034421124,0.03938962682106968,0.03990664855664572,0.040290805767061275,0.0389467557167106,0.03882601789784959,0.04045583555995962,0.04002549562765451
1183,APY26825@N,34.75192645367773,16.41063193645893,40.06124855076739,23.650616614308458,17.858628872028834,27.994607421018173,18.82396016240877,41.50924548633729,7.239984677849527,37.64792032481754,44.4052393574771,22.20261967873855,9.170647258609401,30.890601292157985,19.78929145278871,52.61055532570657,39.57858290557742,4.343990806709717,29.92527000177805,43.439908067097164,0.03924039436656756,0.03978415004865484,0.04014428037155769,0.0413250012987278,0.0392974349966973,0.03916951650685455,0.04019796663314757,0.03939531644738018,0.039787886175191675,0.03926956374842544,0.03888573583981051,0.04011555225016658,0.040721556126849884
1184,APZ73787@N,34.24587617413712,16.881769944997174,38.58690273142211,22.66980535471049,17.846442513282724,27.975504480281028,17.846442513282724,42.44559300456432,8.199716830427198,35.210548742422674,43.89260185699265,23.152141638853266,9.646725682855527,30.869522185137686,19.775787649853832,54.021663823990956,39.551575299707665,4.341026557284987,29.904849616852136,44.857274425278206,0.03903944897610289,0.04028093415337677,0.03966242332062651,0.041552088594762726,0.03944786519274146,0.03910266523934107,0.04051874433968251,0.039715577141110445,0.039411602414100876,0.039331219733882296,0.0390958585386668,0.039952633824073484,0.04055265438875567
