,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9
20,ARU07601@H,42.235487943134224,20.249891479584903,51.49258119094446,26.614143087454444,22.56416479153746,27.192711415442584,21.98559646354932,43.392624599110505,9.835661575798381,43.97119292709864,57.856832798814004,24.878438103490023,8.6785249198221,34.135531351300266,21.98559646354932,63.64251607869541,52.649717846920744,6.364251607869541,30.085553055383283,67.69249437461238,0.048805183209900356,0.048969717206448125,0.04439831703663089,0.04717680342410667,0.04669883951595086,0.04787716799149243,0.04538098069818029,0.04612784450866856,0.045996818420481714
21,ARU07568@H,47.475602995661944,21.163823022162553,65.77944993374848,38.323679526618676,31.45973692483623,29.743751274390615,25.16778953986898,49.191588646107554,9.72391868585847,42.89964126114031,72.07139731871573,33.17572257528184,12.011899553119287,41.7556508275099,33.17572257528184,61.77548341604205,53.195555163813985,8.007933035412858,44.61562691158592,56.05553124789,0.04817159498412539,0.0482509771768652,0.04759533183177287,0.04858454177083293,0.046670618978473945,0.04644957833197492,0.04728484287143582,0.04678277659877042,0.04821452064054425
22,ARU07594@H,44.84583933996925,22.71412641894547,64.64789826930632,32.615155883614,26.20860740647554,32.615155883614,16.307577941807,47.17549333165597,14.560337448041967,47.17549333165597,76.2961682277399,26.20860740647554,6.9889619750601435,43.09859884620422,27.955847900240574,78.62582221942661,59.9885902859329,7.571375472981822,39.60411785867415,72.21927374228815,0.048322105641736016,0.047251377341046806,0.04426430486260587,0.04641762780609144,0.04624234175575442,0.046735701424494694,0.046035632174890616,0.045195968996882156,0.047121442074819324
23,APT69890@H,43.292511215045096,21.357638866088912,52.52824694092138,25.39827324615979,22.512105831823447,26.552740211894324,22.512105831823447,43.292511215045096,9.235735725876287,43.86974469791236,57.72334828672679,23.089339314690715,8.08126876014175,34.05677548916881,21.93487234895618,61.763982666797666,52.52824694092138,6.349568311539947,31.747841557699736,68.11355097833761,0.04900292248538113,0.04930979758992463,0.04445366665375562,0.047126994105468986,0.04687369865485921,0.04804411524559405,0.04560963469108182,0.04624054877740135,0.04610513892926527
24,APT69883@H,42.193472199584065,20.22974694500606,51.441356517301124,26.587667413436535,22.541718024435323,27.165660183293852,21.96372525457801,43.3494577392987,9.825877087574371,43.92745050915602,57.7992769857316,25.431681873721903,8.66989154785974,34.10157342158164,21.96372525457801,63.579204684304756,52.01934928715844,6.357920468430476,30.055624032580432,67.62515407330596,0.04885353784199908,0.049078005778194024,0.04455828845858304,0.04723844327922465,0.04671888569584907,0.04795840935142638,0.04534772339378492,0.04623454033142053,0.04601939601220234
25,APT69869@H,42.861630659592784,20.27239287953713,52.1290102616669,25.48529390570382,22.589237780055658,27.222927581092716,22.010026554926025,44.02005310985205,9.846590827203748,43.44084188472242,58.500333738092856,24.906082680574187,8.10895715181485,33.59425105751867,22.010026554926025,63.713234764259546,53.287432711926165,6.371323476425955,30.118983706740877,67.76771334016698,0.04861409137437787,0.048854183640145564,0.044251050798665814,0.046974689326353306,0.04663449933006212,0.0478403553009625,0.045227390174889005,0.046400180320020926,0.04599233460489068
26,APT69849@H,42.25932775815104,20.261321527880636,51.521646170896474,26.62916543664312,22.576901131066993,27.20806033743971,21.998006230270406,43.41711755974422,9.841213313542022,43.99601246054081,57.889490079658955,24.313585833456763,9.262318412745433,34.15479914699878,21.998006230270406,63.67843908762485,52.67943597248965,6.367843908762485,30.10253484142266,67.73070339320098,0.04885280043367362,0.04886871574270868,0.044568049080056966,0.04709078358173328,0.046678219214093326,0.047782539401168674,0.04524750646683408,0.04604084513951698,0.045975640143624735
27,APT69876@H,43.87325310522474,21.359346906490995,51.95516815092404,25.40030442934064,22.51390619873375,26.5548637215834,22.51390619873375,43.295973459103365,9.23647433794205,43.87325310522474,57.72796461213782,23.09118584485513,8.081915045699295,34.059499121161316,21.93662655261237,61.76892213498747,53.1097274431668,6.35007610733516,31.750380536675802,67.54171859620125,0.04892786230142746,0.04934656508794797,0.044424867381588865,0.04710853390960192,0.04685405332655502,0.04810320493549868,0.04553389602597241,0.046238721790834506,0.046182649119194966
28,APT69862@H,42.861630659592784,20.27239287953713,52.1290102616669,25.48529390570382,22.589237780055658,27.222927581092716,22.010026554926025,44.02005310985205,9.846590827203748,43.44084188472242,58.500333738092856,24.906082680574187,8.10895715181485,33.59425105751867,22.010026554926025,63.713234764259546,53.287432711926165,6.371323476425955,30.118983706740877,67.76771334016698,0.04861409137437787,0.048854183640145564,0.044251050798665814,0.046974689326353306,0.04663449933006212,0.0478403553009625,0.045227390174889005,0.046400180320020926,0.04599233460489068
29,APU51916@H,47.475602995661944,21.163823022162553,65.77944993374848,38.323679526618676,31.45973692483623,29.743751274390615,25.16778953986898,49.191588646107554,9.72391868585847,42.89964126114031,72.07139731871573,33.17572257528184,12.011899553119287,41.7556508275099,33.17572257528184,61.77548341604205,53.195555163813985,8.007933035412858,44.61562691158592,56.05553124789,0.04817159498412539,0.0482509771768652,0.04759533183177287,0.04858454177083293,0.046670618978473945,0.04644957833197492,0.04728484287143582,0.04678277659877042,0.04821452064054425
30,APU51926@H,47.475602995661944,21.163823022162553,65.77944993374848,38.323679526618676,31.45973692483623,29.743751274390615,25.16778953986898,49.191588646107554,9.72391868585847,42.89964126114031,72.07139731871573,33.17572257528184,12.011899553119287,41.7556508275099,33.17572257528184,61.77548341604205,53.195555163813985,8.007933035412858,44.61562691158592,56.05553124789,0.04817159498412539,0.0482509771768652,0.04759533183177287,0.04858454177083293,0.046670618978473945,0.04644957833197492,0.04728484287143582,0.04678277659877042,0.04821452064054425
31,APU51936@H,47.44372472101547,21.149612225030992,65.7352812399612,38.29794646154261,31.43861276693796,29.7237793432868,25.15089021355037,49.15855814466663,9.717389400689916,42.87083559127904,72.02300379334878,33.15344619058912,12.00383396555813,42.299224450061985,33.15344619058912,61.16239211022476,53.159836133186005,8.002555977038753,44.5856690149302,56.01789183927128,0.048163349588058936,0.048338093745371936,0.047634193200229054,0.048640702632176555,0.04664551490952403,0.04655752033957679,0.04738113944458635,0.0468675509052972,0.0481607940181254
32,ARB07433@H,47.44473924949966,21.15006448471672,65.16506354750557,38.29876541827081,31.439285044849175,29.724414951493767,25.15142803587934,49.15960934285507,10.289220560132458,43.44337569833704,71.45292055647539,33.72577850265639,12.004090653487866,42.30012896943344,33.15415513820459,61.16369999634294,53.7325962584695,8.002727102325245,44.014999062788846,55.44746635182491,0.04814438579889813,0.04838620179498939,0.0480143991834212,0.04860146944575281,0.046812422823993796,0.0465352395127674,0.047023987997240016,0.0466681609844093,0.04819036800672477
33,ARB07425@H,42.52206965313363,22.984902515207366,52.29065322209676,26.432637892488472,22.410279952327183,25.858015329608286,21.835657389446997,43.67131477889399,8.044715880322578,41.94744709025344,58.61150141377878,22.410279952327183,8.619338443202762,33.90273120993086,21.261034826566814,62.633859353940075,52.29065322209676,6.320848191682026,30.45499583264976,67.80546241986173,0.04916635779984259,0.049013876856631604,0.04524130054045532,0.04775605758638492,0.047037010329885345,0.04862378566897163,0.045592027457660646,0.046455314656587296,0.046491706223396496
34,ARE29973@H,44.066033227816696,24.35228152063554,66.67886606840683,32.469708694180724,26.091730200680935,33.62934114754432,17.394486800453958,48.12474681458928,11.596324533635972,45.80548190786209,76.53574192199741,24.35228152063554,6.9577947201815835,44.066033227816696,27.251362654044534,74.21647701527021,61.46052002827065,7.537610946863381,40.5871358677259,73.05684456190663,0.048694338444167644,0.04727750682586083,0.04445904449262954,0.046601266828761194,0.046541496270045064,0.04739365347039907,0.04613197764246314,0.04554156508602392,0.04754292425785095
35,ARB07608@H,34.47549317442894,20.685295904657362,66.07802858432214,38.497634044778984,32.177126962800344,22.409070563378812,22.409070563378812,41.945183362221876,15.513971928493023,45.96732423257192,76.42067653665082,34.47549317442894,7.469690187792937,51.71323976164341,29.3041691982646,89.0616907006081,49.41487355001481,8.618873293607235,41.945183362221876,50.56405665582911,0.04687635932203542,0.048471773041114066,0.04849968777888154,0.04851592701592934,0.046522144124454844,0.046859357243978314,0.04637250558087675,0.04623438229381664,0.047056310691764074
36,ARA15421@H,47.46929998622181,21.161013246869963,65.77071684837962,38.31859155514291,31.455560231833733,29.739802401006436,25.164448185466984,49.185057817049106,9.722627708021335,42.89394577068236,72.6337481716888,33.17131806266102,12.010304815791061,41.750107216797495,32.59939878571859,61.7672819097826,53.18849275564613,8.00686987719404,44.60970360150966,56.048089140358286,0.048222190483799256,0.04822019821250797,0.047636328846977466,0.04857688370039863,0.046733849111509955,0.0464495918326264,0.04731113191147254,0.046772046338688686,0.04815850261958768
37,ARB07599@H,34.47549317442894,20.685295904657362,66.07802858432214,38.497634044778984,32.177126962800344,22.409070563378812,22.409070563378812,41.945183362221876,15.513971928493023,45.96732423257192,76.42067653665082,34.47549317442894,7.469690187792937,51.71323976164341,29.3041691982646,89.0616907006081,49.41487355001481,8.618873293607235,41.945183362221876,50.56405665582911,0.04687635932203542,0.048471773041114066,0.04849968777888154,0.04851592701592934,0.046522144124454844,0.046859357243978314,0.04637250558087675,0.04623438229381664,0.047056310691764074
38,ARB07438@H,35.69565022029465,21.302242873401646,70.23982785283786,36.27138651417037,32.241232457040326,23.029451755028806,23.029451755028806,42.60448574680329,12.090462171390124,51.816266448814815,74.2699819099679,31.08975986928889,8.060308114260081,52.392002742690536,31.08975986928889,88.66338925686091,44.907430922306176,9.211780702011522,39.15006798354897,51.240530154939094,0.0465289865652346,0.048453386491329,0.0475135422521257,0.047849822290051025,0.04728142058641136,0.047275546183312374,0.04613840240425993,0.04631706155153628,0.04690553780001967
39,ARB07617@H,34.47549317442894,20.685295904657362,66.07802858432214,38.497634044778984,32.177126962800344,22.409070563378812,22.409070563378812,41.945183362221876,15.513971928493023,45.96732423257192,76.42067653665082,34.47549317442894,7.469690187792937,51.71323976164341,29.3041691982646,89.0616907006081,49.41487355001481,8.618873293607235,41.945183362221876,50.56405665582911,0.04687635932203542,0.048471773041114066,0.04849968777888154,0.04851592701592934,0.046522144124454844,0.046859357243978314,0.04637250558087675,0.04623438229381664,0.047056310691764074
40,ARB07414@H,47.4870394843194,20.596788210066247,65.22316266520978,38.33291139095663,31.467315320934546,29.750916303429026,25.173852256747637,49.20343850182493,9.72626109919795,43.48210844347319,72.66089174106705,33.75584734427524,12.014793122538645,42.33784243180284,33.18371433844007,60.07396561269322,54.35263555434149,8.00986208169243,44.62637445514354,55.496901566011836,0.048421746560013364,0.048332161013739466,0.04785396173404356,0.04851180973489137,0.04671596641320298,0.046375664888220314,0.04710775490580991,0.046677323876322764,0.047870605038582564
41,ARB07406@H,44.768543376824134,23.25638616977877,66.2807005838695,33.72175994617922,26.16343444100112,33.72175994617922,16.86087997308961,46.51277233955754,12.791012393378324,45.931362685313076,76.74607436026994,25.00061513251218,6.976915850933631,44.18713372257967,27.326253749490057,75.00184539753654,61.048013695669276,7.558325505178101,40.69867579711285,73.8390260890476,0.04841000582735751,0.04717239080084633,0.04466655951557259,0.04640360504795226,0.04636984289229697,0.04715695170871446,0.04590313245921101,0.04541749281435008,0.047090364689229496
42,ARK08620@H,42.36288235159701,19.730657533620526,51.647897661536085,26.69441901607483,22.632224817976486,27.27473247294602,22.051911361105294,43.52350926533939,10.445642223681455,43.52350926533939,58.03134568711919,24.953478645461253,8.70470185306788,34.23849395540032,22.051911361105294,64.4147937127023,53.38883803214966,6.383448025583111,29.595986300430788,67.89667445392945,0.0484346135570541,0.048665351621924015,0.04423882163882045,0.04720575134628702,0.04651332157783667,0.04762371643365787,0.0451349578188564,0.046033575331804556,0.045836433802567064
43,ARE29961@H,44.7738826706822,23.259159828925817,66.28860551243858,33.14430275621929,26.166554807541544,33.725781751942435,16.862890875971217,47.09979865357478,12.7925379059092,45.93684066212849,76.7552274354552,25.003596816095254,6.977747948677745,44.19240367495905,27.329512798987835,75.01079044828576,61.05529455093027,7.559226944400891,40.70352970062018,73.84783245683947,0.04842634422029681,0.0471408336482864,0.044587301773537,0.04637481775512188,0.04626441116574028,0.04710610656204953,0.046051204705643,0.04540333266393,0.047166651782249595
44,ARE29990@H,47.4870394843194,20.596788210066247,65.22316266520978,38.33291139095663,31.467315320934546,29.750916303429026,25.173852256747637,49.20343850182493,9.72626109919795,43.48210844347319,72.66089174106705,33.75584734427524,12.014793122538645,42.33784243180284,33.18371433844007,60.07396561269322,54.35263555434149,8.00986208169243,44.62637445514354,55.496901566011836,0.048421746560013364,0.048332161013739466,0.04785396173404356,0.04851180973489137,0.04671596641320298,0.046375664888220314,0.04710775490580991,0.046677323876322764,0.047870605038582564
45,ARE30017@H,47.44473924949966,21.15006448471672,65.16506354750557,38.29876541827081,31.439285044849175,29.724414951493767,25.15142803587934,49.15960934285507,10.289220560132458,43.44337569833704,71.45292055647539,33.72577850265639,12.004090653487866,42.30012896943344,33.15415513820459,61.16369999634294,53.7325962584695,8.002727102325245,44.014999062788846,55.44746635182491,0.04814438579889813,0.04838620179498939,0.0480143991834212,0.04860146944575281,0.046812422823993796,0.0465352395127674,0.047023987997240016,0.0466681609844093,0.04819036800672477
46,ARE29999@H,47.4870394843194,20.596788210066247,65.22316266520978,38.33291139095663,31.467315320934546,29.750916303429026,25.173852256747637,49.20343850182493,9.72626109919795,43.48210844347319,72.66089174106705,33.75584734427524,12.014793122538645,42.33784243180284,33.18371433844007,60.07396561269322,54.35263555434149,8.00986208169243,44.62637445514354,55.496901566011836,0.048421746560013364,0.048332161013739466,0.04785396173404356,0.04851180973489137,0.04671596641320298,0.046375664888220314,0.04710775490580991,0.046677323876322764,0.047870605038582564
47,ARE30008@H,47.521150579933476,20.611583384067533,65.27001404954719,38.36044685368124,31.48991905899206,29.772287110319766,25.19193524719365,49.23878252860577,10.305791692033766,43.51334269969812,72.14054184423637,33.78009499055512,12.02342364070606,42.368254733916594,33.20755100766436,61.26220616931183,53.819134391731886,8.015615760470707,44.085886682588885,55.536766340404185,0.04841952505095476,0.0482224768702832,0.04778850001086654,0.04841856556985702,0.046729781872993315,0.046296111584381794,0.04705952732839569,0.046540608733724995,0.047980920087777844
48,ARE29985@H,44.066033227816696,24.35228152063554,66.67886606840683,32.469708694180724,26.091730200680935,33.62934114754432,17.394486800453958,48.12474681458928,11.596324533635972,45.80548190786209,76.53574192199741,24.35228152063554,6.9577947201815835,44.066033227816696,27.251362654044534,74.21647701527021,61.46052002827065,7.537610946863381,40.5871358677259,73.05684456190663,0.048694338444167644,0.04727750682586083,0.04445904449262954,0.046601266828761194,0.046541496270045064,0.04739365347039907,0.04613197764246314,0.04554156508602392,0.04754292425785095
49,ARE29979@H,44.76408408786488,23.254069656033703,66.27409851969605,33.71840100124887,26.16082836303792,33.71840100124887,16.859200500624436,46.50813931206741,12.789738310818537,46.50813931206741,76.73842986491123,24.998124880236233,6.976220896810111,44.182732346464036,27.323531845839604,74.9943746407087,61.041932847088475,7.557572638210954,40.69462189805898,73.25031941650617,0.04842043721364193,0.04717889687123573,0.04466099676311621,0.04641583996031643,0.04638061465662134,0.0471661102376154,0.045909804724691805,0.04541900460951362,0.04709655356240503
50,ARE29967@H,44.761490722284826,23.252722453134975,66.27025899143467,33.13512949571734,26.159312759776846,33.71644755704571,16.858223778522856,47.086762967598325,12.788997349224237,45.924126844941576,76.15266603401705,24.9966766371201,6.975816735940493,44.761490722284826,27.321948882433595,74.9900299113603,61.038396439479314,7.557134797268867,40.69226429298621,73.82739378870355,0.04841550796992757,0.047160861328871075,0.04461782253169585,0.04641364701066596,0.04626022693733951,0.04712866287687821,0.04608178412994677,0.04541273218454269,0.047190693701757956
51,ARB07420@H,47.4870394843194,20.596788210066247,65.22316266520978,38.33291139095663,31.467315320934546,29.750916303429026,25.173852256747637,49.20343850182493,9.72626109919795,43.48210844347319,72.66089174106705,33.75584734427524,12.014793122538645,42.33784243180284,33.18371433844007,60.07396561269322,54.35263555434149,8.00986208169243,44.62637445514354,55.496901566011836,0.048421746560013364,0.048332161013739466,0.04785396173404356,0.04851180973489137,0.04671596641320298,0.046375664888220314,0.04710775490580991,0.046677323876322764,0.047870605038582564
52,ARB07399@H,44.7738826706822,23.259159828925817,66.28860551243858,33.14430275621929,26.166554807541544,33.725781751942435,16.862890875971217,47.09979865357478,12.7925379059092,45.93684066212849,76.7552274354552,25.003596816095254,6.977747948677745,44.19240367495905,27.329512798987835,75.01079044828576,61.05529455093027,7.559226944400891,40.70352970062018,73.84783245683947,0.04842634422029681,0.0471408336482864,0.044587301773537,0.04637481775512188,0.04626441116574028,0.04710610656204953,0.046051204705643,0.04540333266393,0.047166651782249595
