,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17
0,33.938143502224015,15.083619334321785,46.92681570677888,28.491280964830036,23.46340785338944,21.78745014957591,17.59755589004208,38.96601661366461,7.122820241207509,31.424206946503716,53.21165709607963,22.625429001482676,8.79877794502104,28.91027039078342,23.04441842743606,47.345805132732266,42.317932021291675,6.284841389300744,31.005217520550335,42.73692144724505,0.03475034733879953,0.034637167519750434,0.0347089732905827,0.03482794167207438,0.03337476985658255,0.03436190178792523,0.03433936138893556,0.03363612525236735,0.03474219903629681,0.03272536143317534,0.03327157422717803,0.03479364960310948,0.03527282558390971,0.03315713970916329,0.034030210012753574,0.03438213842549344,0.033998887908519564
1,34.454020419120816,14.94391247094397,47.73749817107102,28.227390222894165,22.415868706415953,21.170542667170622,17.849673229183075,37.35978117735993,6.226630196226654,31.548259660881715,52.718802328052334,24.07630342540973,8.717282274717316,29.472716262139496,23.24608606591284,44.831737412831906,38.18999853685681,5.81152151647821,32.378477020378604,41.51086797484436,0.0348620142153482,0.03483630856715895,0.03489455558099899,0.03533461851883154,0.03341309477571987,0.034423174846290046,0.03448335054733429,0.034283111316354746,0.03468089345269316,0.03341056344015076,0.03407604064631683,0.03479794522409081,0.03503570876240141,0.03304712812763139,0.033927862457971504,0.034901637551966486,0.034483312220297366
2,34.83830294755139,15.345442964992875,46.45107059673519,27.7876940176898,22.396051894854466,21.56656849134134,17.419151473775695,38.156236561603905,6.221125526348463,31.935111035255446,52.67219612308366,24.884502105393853,9.124317438644413,29.44666082471606,23.64027700012416,45.62158719322206,38.985719965117035,5.806383824591899,31.935111035255446,40.644686772143295,0.03498974239923738,0.035253597251649206,0.034752202881825636,0.035171079706143686,0.03400705378735113,0.03408594519710718,0.034186007837555835,0.034069980034193585,0.03465463209666464,0.033675021088898284,0.033894966677966584,0.03493822896350722,0.03479838127930488,0.033135124993566606,0.03426093571274429,0.03495370718110934,0.03443169115461043
3,31.362768721410085,16.726809984752045,38.0534927153109,19.235831482464853,16.308639735133244,18.81766123284605,15.890469485514442,31.780938971028885,5.854383494663216,30.52642822217248,42.653365461117716,16.308639735133244,6.272553744282017,25.090214977128067,15.472299235895642,45.162386958830524,38.0534927153109,4.599872745806812,22.16302322979646,48.92591920539973,0.035836412100022634,0.03578874382930671,0.03289557800159119,0.03470458220108422,0.03440816486571411,0.03536487116155255,0.033282060548412956,0.03389664881324162,0.03388214619834997,0.03394826542627441,0.034666845735095826,0.0336753992069969,0.03394598382154076,0.033431109654765756,0.03382307615868597,0.03372276195377886,0.034557100704784564
4,30.572131576832984,16.33305659584228,38.11046539029865,19.6834271796048,16.33305659584228,18.845834533664167,15.914260272871964,31.40972422277361,6.281944844554722,30.990927899803296,42.2984286200018,16.75185291881259,5.8631485215844075,24.708983055248574,15.495463949901648,45.64879920376432,38.529261713268966,4.606759552673463,22.196205117426686,49.41796611049715,0.035723624961753776,0.03570858122955128,0.03277485295073901,0.0344971440716321,0.03415107990989592,0.03541120714843707,0.03348797824137929,0.03387544630016021,0.03402535969001024,0.03388494816602247,0.03442903268855237,0.03411860772555065,0.03379981612185147,0.03354076260335042,0.03392586909262668,0.03365851900633858,0.03419084712183346
5,36.2640191818932,18.1320095909466,31.731016784156544,27.198014386419896,17.30782733681266,29.258470021754736,18.956191845080532,37.912383690161064,8.65391366840633,30.494743402955642,49.450935248036174,21.016647480415376,8.65391366840633,29.258470021754736,25.549649878152024,55.22021102697373,37.912383690161064,4.120911270669681,31.31892565708958,39.148657071361974,0.03545448359245286,0.036181553537047904,0.03263771147421592,0.033873504036081664,0.03481823200076572,0.03429277416969011,0.03326609338213912,0.03307857349829373,0.03488107959094158,0.035529631492237264,0.03481959788786444,0.03415541968101771,0.035167212072711895,0.03436453443272811,0.03435057072314957,0.034986023677525395,0.03605187768416894
6,36.1385315379905,18.89059603122231,31.62121509574169,27.103898653492877,17.247935506768194,28.74655917794699,18.89059603122231,37.78119206244462,8.213302622270568,29.978554571287575,49.27981573362341,20.94392168678995,8.623967753384097,29.157224309060517,25.46123812903876,55.02912756921281,37.78119206244462,4.106651311135284,31.21054996462816,39.423852586898725,0.03551536868494761,0.036393062069563116,0.032579636692842966,0.033911358851569734,0.034989007243416394,0.03443322806344024,0.03335751254530434,0.03314175784241256,0.03495394103795894,0.035557842757660656,0.034726653585953976,0.03432722339200518,0.03540111223728605,0.03438213857930485,0.034351994389826744,0.035198426600555985,0.03611460431242244
7,36.1385315379905,18.89059603122231,31.62121509574169,27.103898653492877,17.247935506768194,28.74655917794699,18.89059603122231,37.78119206244462,8.213302622270568,29.978554571287575,49.27981573362341,20.94392168678995,8.623967753384097,29.157224309060517,25.46123812903876,55.02912756921281,37.78119206244462,4.106651311135284,31.21054996462816,39.423852586898725,0.03551536868494761,0.036393062069563116,0.032579636692842966,0.033911358851569734,0.034989007243416394,0.03443322806344024,0.03335751254530434,0.03314175784241256,0.03495394103795894,0.035557842757660656,0.034726653585953976,0.03432722339200518,0.03540111223728605,0.03438213857930485,0.034351994389826744,0.035198426600555985,0.03611460431242244
8,35.77864464525608,18.506195506166936,31.254907965970826,27.14242007571151,17.27244913908914,28.787415231815235,18.91744429519287,37.83488859038574,8.63622456954457,30.02116159889303,49.349854683111836,20.973688240322527,8.63622456954457,29.6099128098671,25.49742491960778,55.929835307526744,37.83488859038574,4.112487890259319,31.254907965970826,39.06863495746354,0.03546485637326221,0.03630312628432376,0.032646706698410854,0.03388289686146675,0.03491553824438522,0.03437560511177302,0.03334508814900927,0.03313749246920751,0.034928081104642246,0.03554757196319951,0.03478678562226068,0.03427032829079123,0.03527126958440947,0.03437560982764873,0.034356496641331266,0.03506099857924969,0.03608275916869675
9,32.715709506870056,16.995173769802626,48.436245243937485,23.79324327772368,19.119570491027954,24.64300196621381,12.321500983106905,34.84010622809539,9.347345573391445,33.56546819536019,56.9338321288388,18.269811802537824,5.098552130940788,32.715709506870056,19.54444983527302,54.80943540761347,44.61233114573189,5.523431475185854,29.741554097154598,53.10991803063321,0.03554721438885133,0.03447346412159862,0.0325647712128181,0.0338292189078576,0.033831342660869845,0.03445105542217798,0.03368366237239556,0.03322155098244417,0.03458905883080448,0.033538763221127005,0.033391357287076,0.034544683164984324,0.03376853325327198,0.03243663449575529,0.03455877454115876,0.03348549312424329,0.03320507776750018
