,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1
38,ARB07438@H,57.364039650420004,34.233378501057096,112.87762640889098,58.28926609639452,51.812680974572906,37.009057838980645,37.009057838980645,68.46675700211419,19.42975536546484,83.27038013770645,119.35421153071258,49.962228082623874,12.953170243643227,84.19560658368097,49.962228082623874,142.48487268007548,72.16766278601226,14.803623135592257,62.915398326267095,82.34515369173194,0.07477355402548386
39,ARB07617@H,55.474293195229514,33.28457591713771,106.3257286241899,61.946294068006296,51.77600698221421,36.05829057689918,36.05829057689918,67.49372338752924,24.963431937853283,73.96572426030602,122.96801658275876,55.474293195229514,12.019430192299728,83.21143979284427,47.153149215945085,143.3085907543429,79.51315357982897,13.868573298807378,67.49372338752924,81.36229668633662,0.07542844674617472
40,ARB07414@H,76.52352882808688,33.19092816639913,105.1046058602639,61.77200519857616,50.708362476443114,47.942451795909854,40.56668998115449,79.28943950862015,15.673493856355144,70.06973724017594,117.09021880924138,54.396243383820796,19.361374763732826,68.2257967864871,53.47427315697637,96.80687381866413,87.58717155021992,12.907583175821884,71.91367769386478,89.43111200390877,0.0780297731555797
41,ARB07406@H,71.081527324375,36.92546873993506,105.23758590881494,53.541929672905844,41.54115233242695,53.541929672905844,26.770964836452922,73.85093747987013,20.309007806964285,72.92780076137176,121.85404684178572,39.69487889543019,11.07764062198052,70.15839060587662,43.3874257694237,119.08463668629058,96.92935544232955,12.000777340478896,64.61957029488636,117.23836324929383,0.07686328150162328
42,ARK08620@H,67.3765604127314,31.380863753874895,82.14402570867252,42.45646272583074,35.995696658856495,43.37942930682706,35.07273007786018,69.22249357472404,16.61339845793377,69.22249357472404,92.29665809963204,39.68756298284178,13.844498714944807,54.455028278782905,35.07273007786018,102.44929049059157,84.91292545166148,10.152632390959525,47.071295630812344,107.9870899765695,0.07703341900367955
43,ARE29961@H,71.08033514162993,36.92484942422334,105.23582085903651,52.617910429518254,41.54045560225126,53.54103166512384,26.77051583256192,74.77282008405226,20.308667183322836,72.9265776128411,121.85200309993702,39.69421313104009,11.077454827267001,70.15721390602434,43.386698073462426,119.08263939312026,96.92772973858627,12.000576062872584,64.61848649239084,117.2363969219091,0.07687876439441664
44,ARE29990@H,76.52352882808688,33.19092816639913,105.1046058602639,61.77200519857616,50.708362476443114,47.942451795909854,40.56668998115449,79.28943950862015,15.673493856355144,70.06973724017594,117.09021880924138,54.396243383820796,19.361374763732826,68.2257967864871,53.47427315697637,96.80687381866413,87.58717155021992,12.907583175821884,71.91367769386478,89.43111200390877,0.0780297731555797
45,ARE30017@H,76.55244925265612,34.12579063070213,105.14432788919032,61.795350601541685,50.72752661320586,47.960570616121906,40.58202129056469,79.31940524974007,16.601735982503737,70.09621859279355,115.28983321183149,54.41680127598447,19.36869197958769,68.25158126140425,53.494482610289815,98.68809722932777,86.69795457529729,12.912461319725129,71.01853725848821,89.46491057238124,0.07768133430534796
46,ARE29999@H,76.52352882808688,33.19092816639913,105.1046058602639,61.77200519857616,50.708362476443114,47.942451795909854,40.56668998115449,79.28943950862015,15.673493856355144,70.06973724017594,117.09021880924138,54.396243383820796,19.361374763732826,68.2257967864871,53.47427315697637,96.80687381866413,87.58717155021992,12.907583175821884,71.91367769386478,89.43111200390877,0.0780297731555797
47,ARE30008@H,76.5280889652433,33.19290605721396,105.11086918117753,61.7756862731482,50.71138425407688,47.94530874930905,40.569107403261505,79.29416447001113,16.59645302860698,70.07391278745169,116.17517120024885,54.39948492710065,19.36252853337481,68.2298624509398,53.47745975884471,98.65669300338594,86.67036581605866,12.908352355583206,70.99593795570763,89.4364413208265,0.07797483174405663
48,ARE29985@H,70.11184166647217,38.74601776305042,106.09028673216184,51.661357017400555,41.51359046041116,53.50640548230771,27.67572697360744,76.56951129364725,18.450484649071626,72.87941436383292,121.77319868387274,38.74601776305042,11.070290789442975,70.11184166647217,43.358638925318324,118.0831017540584,97.78756864007961,11.992815021896556,64.57669627175069,116.23805328915124,0.07747576754641876
49,ARE29979@H,71.07980569473082,36.924574386873154,105.2350370025885,53.54063286096608,41.5401461852323,53.54063286096608,26.77031643048304,73.84914877374631,20.308515912780237,73.84914877374631,121.85109547668142,39.693917465888646,11.077372316061947,70.156691335059,43.38637490457596,119.08175239766592,96.92700776554203,12.000486675733775,64.61800517702802,116.31240931865044,0.076885640328171
50,ARE29967@H,71.08004544233135,36.924698931081224,105.2353919535815,52.61769597679075,41.54028629746638,53.54081345006777,26.770406725033887,74.77251533543948,20.308584412094675,72.92628038888542,120.92838899929102,39.69405135091232,11.077409679324367,71.08004544233135,43.38652124402044,119.08215405273695,96.92733469408822,12.000527152601398,64.61822312939215,117.23591910618289,0.07688252672296934
51,ARB07420@H,76.52352882808688,33.19092816639913,105.1046058602639,61.77200519857616,50.708362476443114,47.942451795909854,40.56668998115449,79.28943950862015,15.673493856355144,70.06973724017594,117.09021880924138,54.396243383820796,19.361374763732826,68.2257967864871,53.47427315697637,96.80687381866413,87.58717155021992,12.907583175821884,71.91367769386478,89.43111200390877,0.0780297731555797
52,ARB07399@H,71.08033514162993,36.92484942422334,105.23582085903651,52.617910429518254,41.54045560225126,53.54103166512384,26.77051583256192,74.77282008405226,20.308667183322836,72.9265776128411,121.85200309993702,39.69421313104009,11.077454827267001,70.15721390602434,43.386698073462426,119.08263939312026,96.92772973858627,12.000576062872584,64.61848649239084,117.2363969219091,0.07687876439441664
53,ARB07392@H,67.3765604127314,31.380863753874895,82.14402570867252,42.45646272583074,35.995696658856495,43.37942930682706,35.07273007786018,69.22249357472404,16.61339845793377,69.22249357472404,92.29665809963204,39.68756298284178,13.844498714944807,54.455028278782905,35.07273007786018,102.44929049059157,84.91292545166148,10.152632390959525,47.071295630812344,107.9870899765695,0.07703341900367955
54,ARA15429@H,68.17691310423336,34.08845655211668,81.07524801584509,43.30155291755363,35.931075825204076,42.38024328100993,35.931075825204076,70.01953237732076,15.662263821242801,69.09822274077706,92.13096365436942,37.77369509829146,12.898334911611718,54.357268556077955,35.00976618866038,100.42275038326267,84.76048656201986,10.134406001980636,47.9081011002721,107.79322747561221,0.0786903634563059
55,APT69856@H,67.3765604127314,31.380863753874895,82.14402570867252,42.45646272583074,35.995696658856495,43.37942930682706,35.07273007786018,69.22249357472404,16.61339845793377,69.22249357472404,92.29665809963204,39.68756298284178,13.844498714944807,54.455028278782905,35.07273007786018,102.44929049059157,84.91292545166148,10.152632390959525,47.071295630812344,107.9870899765695,0.07703341900367955
56,AZS52618@H,57.37142316883951,33.31243925932617,111.0414641977539,55.52073209887695,51.81934995895182,36.088475864270016,36.088475864270016,68.4755695886149,21.282947304569497,86.05713475325926,120.29491954756672,54.595386563895666,12.029491954756672,80.50506154337157,51.81934995895182,142.5032123871175,74.95298833348387,14.80552855970052,64.77418744868977,76.80367940344644,0.07465446501871754
57,QEO75985@H,70.07329108511024,34.114628554593146,82.05951192861595,41.490764458288965,35.9586625305171,43.334798434212914,35.03664554255512,69.15127409714827,13.830254819429653,70.07329108511024,92.20169879619769,36.88067951847908,12.908237831467677,53.47698530179466,35.03664554255512,99.5778346998935,84.82556289250188,10.142186867581746,50.71093433790873,108.79800457951328,0.07798301203802305
58,QEG03731@H,71.06460129398937,36.91667599687759,101.52085899141338,50.76042949570669,40.60834359656535,53.529180195472506,24.918756297892376,71.9875181939113,20.304171798282674,68.29585059422355,121.82503078969606,39.68542669664341,11.075002799063277,68.29585059422355,42.45417739640923,118.1333631900083,95.0604406919598,11.997919698985218,61.835432294769966,115.36461249024248,0.07708310007806025
59,QEG03757@H,77.471209506386,34.124223234955736,106.06177491945702,62.71478864802676,50.72519670060988,47.95836778966753,40.5801573604879,79.3157621136809,15.67869716200669,69.17072277355894,116.206814259579,54.414301915199694,19.3678023765965,67.32617016626402,52.569749307904786,99.60584079392486,84.84941993556562,12.911868251064334,71.93755168450129,89.46080145380289,0.07772369635254754
60,QEG03785@H,70.07279604861036,34.11438754998136,82.05893221482003,41.49047134457192,35.958408498629,43.33449229321956,35.03639802430518,69.15078557428654,13.830157114857307,70.99480652293418,92.20104743238205,36.880418972952825,12.908146640533488,53.47660751078159,35.958408498629,98.6551207526488,83.90295316346767,10.142115217562026,50.71057608781013,108.79723597021082,0.07798952567617938
61,QEG03794@H,78.38663076670355,34.12123927491801,106.0525004490695,62.70930461336283,50.72076108433759,47.954174116100994,40.57660886747007,79.3088264227824,15.677326153340708,70.08686986199376,116.19665266593701,54.40954370865305,19.36610877765617,67.32028289375717,52.565152396495314,98.67493520043858,84.8420003592556,12.910739185104113,71.93126117415149,88.53078298357106,0.07780434392113485
62,QEG03814@H,77.4554572571383,34.11728474421568,106.04020934012983,62.7020368272072,50.71488272788818,47.9486163972761,40.57190618231054,79.2996348108797,15.6755092068018,70.07874704217275,116.18318588570746,54.40323783537095,19.363864314284577,68.23456948843136,53.481149058500264,97.74141034829358,84.83216747210386,12.909242876189719,71.92292459591414,88.52052257958664,0.07791122312930585
63,QEG03803@H,77.48515538929242,34.130366064331184,104.23598284511955,61.803635846221326,50.734327933465266,47.967000955276255,38.74257769464621,83.94225167173344,13.836634890945072,71.02805910685137,115.30529075787561,54.42409723771729,20.293731173386107,67.33828980259936,51.65677025952827,102.39109819299354,86.70957864992246,12.914192564882068,71.02805910685137,90.39934795417447,0.07755767393699509
64,QEG03748@H,71.07363723318457,36.92136999126471,105.22590447510443,51.6899179877706,41.5365412401728,53.53598648733383,26.767993243666915,73.84273998252942,20.306753495195593,71.07363723318457,123.68658947073679,39.690472740609565,11.076410997379414,71.07363723318457,42.45957548995442,119.99445247161032,96.91859622706987,11.999445247161031,63.689363234931626,117.22534972226546,0.07696575021838228
65,QEG03740@H,77.47949643706639,34.127873430612574,106.07312012217422,61.799122158136285,50.7306226671268,47.96349779437443,40.584498133701445,79.32424635223464,15.680374278930103,70.1004967763934,116.21924465559958,54.420122497463296,19.369874109266597,67.33337190364102,52.575372582295046,99.61649541908535,84.85849609773938,12.913249406177732,71.94524669156165,88.54799592807588,0.07762504241587635
66,QEG03776@H,78.42595890847699,33.215700243590256,103.33773409116968,64.58608380698105,50.74620870548511,47.97823368518592,36.90633360398917,83.96190894907537,13.83987510149594,71.04469218767916,116.25495085256588,54.43684206588403,20.298483482194044,66.43140048718051,52.59152538568457,102.41507575106995,86.72988396937455,12.91721676139621,71.04469218767916,89.49785898967374,0.07734165990027066
67,QEG03767@H,78.35918690786983,35.03116591175357,106.01537052241213,62.68734952629586,50.703003293327534,47.937384931873304,40.56240263466203,79.28105969502124,15.671837381573965,70.06233182350714,116.15597118107763,53.468621654781764,19.359328530179607,67.2967134620529,52.546748867630356,98.64038822520084,84.8122964179297,12.906219020119737,71.90607739780997,88.49978756653533,0.07812721284859035
68,AGT51366@H,71.03622001988325,38.74702910175449,106.0930558738516,51.66270546900599,41.5146740375941,53.50780209289906,27.676449358396066,75.64896157961591,19.373514550877246,74.72641326766939,120.85382886499616,38.74702910175449,11.070579743358428,70.1136717079367,43.359770661487175,118.08618392915656,95.9450244424397,11.993128055304963,64.57838183625749,116.24108730526348,0.0774516880534645
69,AGT51412@H,75.64140556427914,33.20842195504938,104.23754669223833,63.64947541384464,49.81263293257407,47.045264436319954,39.665615112975644,83.02105488762345,13.836842481270574,71.02912473718895,117.15193300809086,53.50245759424622,19.371579473778805,65.49438774468072,52.58000142882818,98.7028096997301,85.78842338387756,12.914386315852536,72.87403706802502,91.32316037638579,0.07754383458196175
70,AGT51660@H,75.64492945587031,33.20996902940648,105.16490192645385,63.65244063969575,49.81495354410972,47.04745612499251,39.667463007346626,83.02492257351619,13.837487095586033,71.03243375734164,117.15739074262841,53.50495010293266,19.372481933820445,65.49743891910722,52.582450963226925,98.7074079485137,85.7924199926334,12.914987955880298,71.95493289704737,91.32741483086781,0.07750086029426445
71,AGT51670@H,75.64140556427914,33.20842195504938,104.23754669223833,63.64947541384464,49.81263293257407,47.045264436319954,39.665615112975644,83.02105488762345,13.836842481270574,71.02912473718895,117.15193300809086,53.50245759424622,19.371579473778805,65.49438774468072,52.58000142882818,98.7028096997301,85.78842338387756,12.914386315852536,72.87403706802502,91.32316037638579,0.07754383458196175
72,AGT51680@H,75.65499010105951,33.21438589802613,105.17888867708274,63.660906304550075,49.82157884703919,47.05371335553701,39.67273871153121,83.03596474506531,13.839327457510887,71.04188094855589,117.17297247359217,53.51206616904209,19.37505844051524,65.50614996555153,52.58944433854137,98.72053586357765,85.80383023656749,12.91670562701016,71.9645027790566,91.33956121957185,0.07737816949927426
73,AGT51580@H,75.64140556427914,33.20842195504938,104.23754669223833,63.64947541384464,49.81263293257407,47.045264436319954,39.665615112975644,83.02105488762345,13.836842481270574,71.02912473718895,117.15193300809086,53.50245759424622,19.371579473778805,65.49438774468072,52.58000142882818,98.7028096997301,85.78842338387756,12.914386315852536,72.87403706802502,91.32316037638579,0.07754383458196175
74,AGT51640@H,75.64140556427914,33.20842195504938,104.23754669223833,63.64947541384464,49.81263293257407,47.045264436319954,39.665615112975644,83.02105488762345,13.836842481270574,71.02912473718895,117.15193300809086,53.50245759424622,19.371579473778805,65.49438774468072,52.58000142882818,98.7028096997301,85.78842338387756,12.914386315852536,72.87403706802502,91.32316037638579,0.07754383458196175
